Score;Pair;Time;Strategy;PostT;PreT;Threshold;takeprofit;stoploss;FollowTrend;positions;profit;drawdown;long;winning;pips/position;pips/day;positions/day;positivedaysratio;hitsl;hittp;hitto;
0,00679999999999988;EURUSD;576;FastMovement-Strategy;10;11;0,63;0,13;0,16;True;3;0,00709999999999988;-0,00240000000000018;0;0,666666666666667;0,00236666666666663;0,000295833333333329;0,125;1;10;1;0;2;
0,00870000000000013;EURUSD;576;FastMovement-Strategy;40;2;0,63;0,27;0,26;True;2;0,00890000000000013;0,004;0;1;0,00445000000000007;0,000370833333333339;0,0833333333333333;1;4;0;2;0;
0,0061000000000004;EURUSD;576;FastMovement-Strategy;190;14;0,14;0,19;0,18;False;86;0,0147000000000004;0,00109999999999988;0,558139534883721;0,604651162790698;0,000170930232558144;0,000612500000000016;3,58333333333333;0,666666666666667;106;27;38;21;
-0,0516000000000019;EURUSD;576;FastMovement-Strategy;70;18;0,07;0,35;0,41;True;283;-0,0233000000000019;-0,0332000000000019;0,501766784452297;0,448763250883392;-8,23321554770384E-05;-0,000970833333333411;11,7916666666667;0,555555555555556;80;6;6;271;
-0,0497000000000004;EURUSD;576;FastMovement-Strategy;80;28;0,06;0,05;0,17;True;409;-0,00880000000000036;-0,0275000000000007;0,511002444987775;0,528117359413203;-2,15158924205388E-05;-0,000366666666666682;17,0416666666667;0,444444444444444;76;64;180;164;
-0,0123000000000003;EURUSD;576;FastMovement-Strategy;90;21;0,5;0,11;0,26;False;6;-0,0117000000000003;-0,0117000000000003;1;0,5;-0,00195000000000004;-0,000487500000000011;0,25;0,333333333333333;13;3;3;0;
-0,0180000000000003;EURUSD;576;FastMovement-Strategy;70;7;0,35;0,34;0,21;False;4;-0,0176000000000003;-0,0176000000000003;1;0;-0,00440000000000007;-0,000733333333333345;0,166666666666667;0;25;4;0;0;
-0,0236000000000001;EURUSD;576;FastMovement-Strategy;190;17;0,43;0,29;0,29;False;7;-0,0229000000000001;-0,0229000000000001;1;0,142857142857143;-0,00327142857142859;-0,000954166666666673;0,291666666666667;0;60;6;0;1;
0,0127999999999998;EURUSD;576;FastMovement-Strategy;160;20;0,32;0,16;0,11;True;10;0,0137999999999998;-0,00130000000000008;0,2;0,6;0,00137999999999998;0,000574999999999992;0,416666666666667;0,75;27;4;6;0;
0,0164000000000001;EURUSD;576;FastMovement-Strategy;160;23;0,39;0,1;0,3;True;7;0,0171000000000001;-0,000499999999999945;0;0,857142857142857;0,00244285714285716;0,000712500000000005;0,291666666666667;1;41;0;6;1;
-0,00500000000000031;EURUSD;576;FastMovement-Strategy;100;16;0,14;0,33;0,06;True;98;0,00479999999999969;-0,00440000000000018;0,448979591836735;0,23469387755102;4,89795918367316E-05;0,000199999999999987;4,08333333333333;0,444444444444444;34;73;9;16;
-0,0222000000000001;EURUSD;576;FastMovement-Strategy;90;13;0,29;0,28;0,36;False;8;-0,0214000000000001;-0,0214000000000001;1;0,125;-0,00267500000000001;-0,00089166666666667;0,333333333333333;0;64;3;0;5;
-0,0110000000000002;EURUSD;576;FastMovement-Strategy;50;19;0,63;0,16;0,23;False;5;-0,0105000000000002;-0,0105000000000002;1;0,4;-0,00210000000000004;-0,000437500000000007;0,208333333333333;0;12;3;2;0;
-0,0555999999999983;EURUSD;576;FastMovement-Strategy;120;29;0,03;0,21;0,14;True;342;-0,0213999999999983;-0,0326999999999988;0,508771929824561;0,41812865497076;-6,25730994151997E-05;-0,000891666666666596;14,25;0,222222222222222;145;107;18;216;
0,0197;EURUSD;576;FastMovement-Strategy;180;16;0,43;0,32;0,22;True;6;0,0203;-0,00280000000000014;0;0,833333333333333;0,00338333333333333;0,000845833333333333;0,25;1;50;1;5;0;
-0,0133000000000001;EURUSD;576;FastMovement-Strategy;80;14;0,64;0,24;0,08;False;4;-0,0129000000000001;-0,0129000000000001;1;0;-0,00322500000000003;-0,000537500000000006;0,166666666666667;0;17;4;0;0;
0,00679999999999988;EURUSD;576;FastMovement-Strategy;90;7;0,62;0,37;0,11;True;3;0,00709999999999988;-0,00160000000000005;0;0,666666666666667;0,00236666666666663;0,000295833333333329;0,125;1;5;1;2;0;
0,0125999999999999;EURUSD;576;FastMovement-Strategy;30;10;0,39;0,35;0,17;True;5;0,0130999999999999;-0,00240000000000018;0;0,8;0,00261999999999998;0,000545833333333329;0,208333333333333;1;18;1;2;2;
0,0220000000000002;EURUSD;576;FastMovement-Strategy;60;7;0,31;0,24;0,36;True;6;0,0226000000000002;0,0028999999999999;0;1;0,0037666666666667;0,000941666666666674;0,25;1;22;0;5;1;
-0,0160000000000005;EURUSD;576;FastMovement-Strategy;80;20;0,53;0,34;0,3;False;5;-0,0155000000000005;-0,0155000000000005;1;0,2;-0,0031000000000001;-0,000645833333333355;0,208333333333333;0;44;3;0;2;
-0,00499999999999889;EURUSD;576;FastMovement-Strategy;100;2;0,08;0,29;0,4;False;70;0,00200000000000111;-0,00239999999999974;0,5;0,471428571428571;2,85714285714445E-05;8,33333333333797E-05;2,91666666666667;0,555555555555556;85;6;9;55;
-0,0191999999999998;EURUSD;576;FastMovement-Strategy;10;24;0,34;0,13;0,13;False;11;-0,0180999999999998;-0,0180999999999998;0,909090909090909;0,272727272727273;-0,00164545454545453;-0,000754166666666658;0,458333333333333;0,25;16;2;0;9;
-0,0158000000000001;EURUSD;576;FastMovement-Strategy;10;24;0,64;0,05;0,07;False;5;-0,0153000000000001;-0,0153000000000001;1;0,4;-0,00306000000000002;-0,000637500000000004;0,208333333333333;0;13;0;2;3;
-0,0163000000000009;EURUSD;576;FastMovement-Strategy;30;1;0,08;0,23;0,16;False;42;-0,0121000000000009;-0,0145000000000004;0,523809523809524;0,476190476190476;-0,000288095238095259;-0,000504166666666704;1,75;0,444444444444444;23;13;5;24;
-0,0153000000000003;EURUSD;576;FastMovement-Strategy;190;9;0,21;0,24;0,35;False;17;-0,0136000000000003;-0,0150000000000003;0,764705882352941;0,588235294117647;-0,000800000000000016;-0,000566666666666678;0,708333333333333;0,5;116;5;5;7;
-0,0246000000000003;EURUSD;576;FastMovement-Strategy;90;19;0,13;0,18;0,14;False;112;-0,0134000000000003;-0,0214000000000001;0,5625;0,526785714285714;-0,00011964285714286;-0,000558333333333346;4,66666666666667;0,333333333333333;68;32;27;53;
-0,068300000000001;EURUSD;576;FastMovement-Strategy;90;4;0,01;0,14;0,17;False;536;-0,014700000000001;-0,0202000000000009;0,498134328358209;0,485074626865672;-2,74253731343303E-05;-0,000612500000000044;22,3333333333333;0,222222222222222;107;61;119;355;
0,00700000000000008;EURUSD;576;FastMovement-Strategy;20;1;0,27;0,24;0,05;True;3;0,00730000000000008;-0,00160000000000005;0;0,666666666666667;0,00243333333333336;0,00030416666666667;0,125;1;3;1;2;0;
0,0107999999999999;EURUSD;576;FastMovement-Strategy;160;11;0,5;0,24;0,11;True;4;0,0111999999999999;-0,00150000000000006;0;0,75;0,00279999999999997;0,000466666666666662;0,166666666666667;1;18;1;3;0;
0,016;EURUSD;576;FastMovement-Strategy;140;18;0,48;0,33;0,26;True;5;0,0165;-0,000600000000000156;0;0,8;0,00329999999999999;0,000687499999999998;0,208333333333333;1;68;0;3;2;
0,0164000000000001;EURUSD;576;FastMovement-Strategy;80;26;0,53;0,38;0,31;True;6;0,0170000000000001;-0,000899999999999901;0;0,833333333333333;0,00283333333333335;0,000708333333333339;0,25;1;53;0;3;3;
-0,0110999999999999;EURUSD;576;FastMovement-Strategy;80;9;0,68;0,06;0,25;False;2;-0,0108999999999999;-0,0108999999999999;1;0;-0,00544999999999995;-0,000454166666666663;0,0833333333333333;0;9;2;0;0;
0,0114;EURUSD;576;FastMovement-Strategy;140;15;0,53;0,23;0,02;True;6;0,012;-0,00280000000000036;0;0,5;0,002;0,0005;0,25;0,666666666666667;9;3;3;0;
0,00910000000000004;EURUSD;576;FastMovement-Strategy;110;17;0,46;0,05;0,13;True;6;0,00970000000000004;-0,00150000000000028;0;0,666666666666667;0,00161666666666667;0,000404166666666668;0,25;0,666666666666667;15;2;4;0;
0,0105999999999999;EURUSD;576;FastMovement-Strategy;160;11;0,61;0,1;0,26;True;3;0,0108999999999999;0,00139999999999985;0;1;0,0036333333333333;0,000454166666666663;0,125;1;12;0;3;0;
-0,00960000000000009;EURUSD;576;FastMovement-Strategy;10;4;0,55;0,26;0,39;False;3;-0,00930000000000009;-0,00930000000000009;1;0,333333333333333;-0,00310000000000003;-0,000387500000000004;0,125;0;7;2;0;1;
0,0114000000000005;EURUSD;576;FastMovement-Strategy;150;29;0,58;0,07;0,24;True;6;0,0120000000000005;-0,0028999999999999;0;0,666666666666667;0,00200000000000008;0,000500000000000019;0,25;1;51;2;4;0;
-0,0213;EURUSD;576;FastMovement-Strategy;160;27;0,41;0,41;0,1;False;8;-0,0205;-0,0205;1;0,125;-0,0025625;-0,000854166666666665;0,333333333333333;0;45;7;0;1;
0,0123000000000004;EURUSD;576;FastMovement-Strategy;20;6;0,33;0,3;0,41;True;5;0,0128000000000004;0,00280000000000014;0;0,8;0,00256000000000007;0,000533333333333349;0,208333333333333;1;15;0;3;2;
-0,0494999999999983;EURUSD;576;FastMovement-Strategy;120;11;0,03;0,04;0,08;False;842;0,0347000000000017;-0,0080000000000009;0,527315914489311;0,697149643705463;4,12114014251802E-05;0,00144583333333341;35,0833333333333;0,555555555555556;34;217;578;46;
-0,0158999999999999;EURUSD;576;FastMovement-Strategy;40;11;0,36;0,26;0,09;False;8;-0,0150999999999999;-0,0150999999999999;1;0,125;-0,00188749999999999;-0,000629166666666662;0,333333333333333;0;21;6;0;2;
-0,00699999999999938;EURUSD;576;FastMovement-Strategy;160;5;0,12;0,19;0,17;True;54;-0,00159999999999938;-0,0113999999999994;0,444444444444444;0,388888888888889;-2,96296296296181E-05;-6,66666666666408E-05;2,25;0,333333333333333;70;28;17;9;
0,0114000000000002;EURUSD;576;FastMovement-Strategy;160;22;0,66;0,3;0,07;True;5;0,0119000000000002;-0,00259999999999994;0;0,6;0,00238000000000005;0,000495833333333344;0,208333333333333;1;11;2;3;0;
0,0149999999999999;EURUSD;576;FastMovement-Strategy;40;7;0,45;0,31;0,3;True;4;0,0153999999999999;0,004;0;1;0,00384999999999996;0,000641666666666661;0,166666666666667;1;18;0;3;1;
-0,0150999999999999;EURUSD;576;FastMovement-Strategy;110;16;0,26;0,08;0,14;False;20;-0,0130999999999999;-0,0130999999999999;0,75;0,6;-0,000654999999999994;-0,000545833333333329;0,833333333333333;0,4;18;8;12;0;
-0,0233000000000002;EURUSD;576;FastMovement-Strategy;60;18;0,38;0,16;0,19;False;6;-0,0227000000000002;-0,0227000000000002;1;0;-0,00378333333333336;-0,00094583333333334;0,25;0;22;6;0;0;
-0,0206;EURUSD;576;FastMovement-Strategy;80;29;0,39;0,33;0,24;False;8;-0,0198;-0,0198;1;0,25;-0,00247500000000001;-0,000825000000000002;0,333333333333333;0;55;4;0;4;
0,00820000000000019;EURUSD;576;FastMovement-Strategy;110;8;0,7;0,35;0,14;True;2;0,00840000000000019;0,00440000000000018;0;1;0,00420000000000009;0,000350000000000008;0,0833333333333333;1;7;0;2;0;
0,00590000000000001;EURUSD;576;FastMovement-Strategy;170;1;0,64;0,2;0,22;True;1;0,00600000000000001;0,00600000000000001;0;1;0,00600000000000001;0,00025;0,0416666666666667;n. def.;1;0;1;0;
-0,0211000000000002;EURUSD;576;FastMovement-Strategy;160;8;0,2;0,04;0,17;False;26;-0,0185000000000002;-0,0197000000000001;0,807692307692308;0,576923076923077;-0,000711538461538469;-0,000770833333333341;1,08333333333333;0,333333333333333;19;10;15;1;
-0,0219000000000002;EURUSD;576;FastMovement-Strategy;80;16;0,26;0,29;0,13;False;18;-0,0201000000000002;-0,0201000000000002;0,722222222222222;0,277777777777778;-0,00111666666666668;-0,00083750000000001;0,75;0,4;43;11;1;6;
-0,00650000000000001;EURUSD;576;FastMovement-Strategy;80;2;0,24;0,01;0,18;False;5;-0,00600000000000001;-0,00600000000000001;1;0,6;-0,0012;-0,00025;0,208333333333333;0,333333333333333;4;2;3;0;
0,0138;EURUSD;576;FastMovement-Strategy;20;23;0,67;0,07;0,12;True;4;0,0142;-0,00160000000000005;0;0,75;0,00355;0,000591666666666666;0,166666666666667;1;14;1;1;2;
-0,0172000000000001;EURUSD;576;FastMovement-Strategy;120;13;0,64;0,38;0,19;False;4;-0,0168000000000001;-0,0168000000000001;1;0;-0,00420000000000004;-0,000700000000000006;0,166666666666667;0;25;4;0;0;
-0,00990000000000009;EURUSD;576;FastMovement-Strategy;60;18;0,51;0,08;0,13;False;6;-0,00930000000000009;-0,00930000000000009;1;0,5;-0,00155000000000001;-0,000387500000000004;0,25;0,333333333333333;10;3;3;0;
0,0227000000000003;EURUSD;576;FastMovement-Strategy;120;4;0,11;0,02;0,24;True;66;0,0293000000000003;-0,000199999999999978;0,393939393939394;0,848484848484849;0,000443939393939399;0,00122083333333335;2,75;0,666666666666667;25;7;56;3;
-0,0228000000000001;EURUSD;576;FastMovement-Strategy;190;23;0,24;0,11;0,02;False;32;-0,0196000000000001;-0,0218;0,6875;0,3125;-0,000612500000000002;-0,000816666666666669;1,33333333333333;0,375;14;22;10;0;
0,0145999999999999;EURUSD;576;FastMovement-Strategy;90;23;0,56;0,36;0,13;True;6;0,0151999999999999;-0,00150000000000006;0;0,666666666666667;0,00253333333333331;0,000633333333333328;0,25;1;27;2;3;1;
-0,0142000000000002;EURUSD;576;FastMovement-Strategy;40;22;0,7;0,35;0,21;False;3;-0,0139000000000002;-0,0139000000000002;1;0;-0,00463333333333342;-0,000579166666666677;0,125;0;21;3;0;0;
0,0161;EURUSD;576;FastMovement-Strategy;50;24;0,68;0,4;0,22;True;3;0,0164;0,00570000000000004;0;1;0,00546666666666666;0,000683333333333332;0,125;1;23;0;3;0;
-0,0254000000000017;EURUSD;576;FastMovement-Strategy;180;13;0,07;0,4;0,24;True;167;-0,00870000000000171;-0,0174000000000014;0,508982035928144;0,44311377245509;-5,20958083832437E-05;-0,000362500000000071;6,95833333333333;0,333333333333333;194;31;6;129;
-0,0117000000000001;EURUSD;576;FastMovement-Strategy;110;20;0,48;0,18;0,31;False;6;-0,0111000000000001;-0,0111000000000001;1;0,5;-0,00185000000000002;-0,000462500000000005;0,25;0,333333333333333;30;3;2;1;
-0,00549999999999976;EURUSD;576;FastMovement-Strategy;130;10;0,15;0,29;0,28;True;53;-0,000199999999999756;-0,00789999999999957;0,433962264150943;0,471698113207547;-3,77358490565577E-06;-8,33333333332316E-06;2,20833333333333;0,5;105;11;7;35;
-0,00529999999999906;EURUSD;576;FastMovement-Strategy;70;6;0,11;0,12;0,18;False;89;0,00360000000000094;-0,00859999999999972;0,528089887640449;0,651685393258427;4,04494382022577E-05;0,000150000000000039;3,70833333333333;0,444444444444444;41;16;42;31;
-0,0241000000000015;EURUSD;576;FastMovement-Strategy;70;22;0,21;0,21;0,35;False;33;-0,0208000000000015;-0,0220000000000014;0,727272727272727;0,484848484848485;-0,000630303030303075;-0,000866666666666728;1,375;0,444444444444444;58;4;5;24;
-0,0295000000000023;EURUSD;576;FastMovement-Strategy;20;22;0,1;0,05;0,1;False;282;-0,0013000000000023;-0,0119000000000009;0,517730496453901;0,602836879432624;-4,60992907802234E-06;-5,41666666667625E-05;11,75;0,666666666666667;15;7;138;137;
0,0128;EURUSD;576;FastMovement-Strategy;30;26;0,32;0,23;0,03;True;12;0,014;-0,000500000000000167;0,166666666666667;0,416666666666667;0,00116666666666667;0,000583333333333334;0,5;1;18;6;1;5;
0,0074999999999999;EURUSD;576;FastMovement-Strategy;150;17;0,19;0,35;0,35;True;37;0,0111999999999999;-0,00580000000000047;0,351351351351351;0,540540540540541;0,000302702702702699;0,000466666666666662;1,54166666666667;0,444444444444444;133;3;6;28;
0,0136999999999995;EURUSD;576;FastMovement-Strategy;170;25;0,42;0,03;0,13;True;7;0,0143999999999995;-0,00160000000000005;0;0,857142857142857;0,00205714285714279;0,00059999999999998;0,291666666666667;1;22;1;6;0;
0,00849999999999993;EURUSD;576;FastMovement-Strategy;80;7;0,66;0,37;0,07;True;2;0,00869999999999993;0,00429999999999997;0;1;0,00434999999999997;0,000362499999999997;0,0833333333333333;1;7;0;2;0;
-0,0143999999999998;EURUSD;576;FastMovement-Strategy;20;16;0,44;0,19;0,11;False;5;-0,0138999999999998;-0,0138999999999998;1;0,2;-0,00277999999999996;-0,000579166666666658;0,208333333333333;0;18;3;0;2;
-0,00830000000000024;EURUSD;576;FastMovement-Strategy;140;8;0,51;0,16;0,04;False;4;-0,00790000000000024;-0,00790000000000024;1;0,25;-0,00197500000000006;-0,000329166666666677;0,166666666666667;0;6;3;1;0;
-0,0132999999999999;EURUSD;576;FastMovement-Strategy;10;18;0,46;0,41;0,31;False;5;-0,0127999999999999;-0,0127999999999999;1;0,4;-0,00255999999999998;-0,00053333333333333;0,208333333333333;0;15;0;0;5;
-0,0182999999999994;EURUSD;576;FastMovement-Strategy;130;21;0,29;0,25;0,14;False;12;-0,0170999999999994;-0,0170999999999994;0,75;0,333333333333333;-0,00142499999999995;-0,000712499999999977;0,5;0,2;58;8;2;2;
0,00189999999999997;EURUSD;576;FastMovement-Strategy;170;5;0,48;0,1;0,09;True;4;0,00229999999999997;-0,00350000000000006;0;0,5;0,000574999999999992;9,5833333333332E-05;0,166666666666667;0,5;4;2;2;0;
0,0110000000000003;EURUSD;576;FastMovement-Strategy;100;21;0,47;0,36;0,2;True;5;0,0115000000000003;-0,000599999999999934;0;0,6;0,00230000000000006;0,000479166666666679;0,208333333333333;1;35;1;3;1;
-0,0400999999999986;EURUSD;576;FastMovement-Strategy;110;8;0,04;0,38;0,3;False;293;-0,0107999999999986;-0,0225999999999988;0,491467576791809;0,498293515358362;-3,68600682593809E-05;-0,000449999999999941;12,2083333333333;0,5;151;11;5;277;
0,00679999999999988;EURUSD;576;FastMovement-Strategy;60;11;0,64;0,17;0,17;True;3;0,00709999999999988;-0,00240000000000018;0;0,666666666666667;0,00236666666666663;0,000295833333333329;0,125;1;10;1;2;0;
0,0199000000000002;EURUSD;576;FastMovement-Strategy;110;15;0,38;0,22;0,04;True;6;0,0205000000000002;0,00259999999999994;0;0,833333333333333;0,0034166666666667;0,000854166666666674;0,25;1;24;1;5;0;
-0,0124000000000005;EURUSD;576;FastMovement-Strategy;20;5;0,36;0,25;0,24;False;5;-0,0119000000000005;-0,0119000000000005;1;0,2;-0,00238000000000009;-0,000495833333333353;0,208333333333333;0;14;3;0;2;
-0,0187;EURUSD;576;FastMovement-Strategy;50;12;0,29;0,18;0,35;False;7;-0,018;-0,018;1;0,142857142857143;-0,00257142857142857;-0,000750000000000001;0,291666666666667;0;37;3;0;4;
0,00849999999999991;EURUSD;576;FastMovement-Strategy;150;8;0,35;0,04;0,12;True;4;0,00889999999999991;-0,00150000000000006;0;0,75;0,00222499999999998;0,000370833333333329;0,166666666666667;1;9;1;3;0;
-0,0139000000000003;EURUSD;576;FastMovement-Strategy;70;20;0,49;0,22;0,17;False;5;-0,0134000000000003;-0,0134000000000003;1;0,2;-0,00268000000000006;-0,000558333333333346;0,208333333333333;0;29;3;1;1;
-0,00750000000000153;EURUSD;576;FastMovement-Strategy;170;2;0,06;0,11;0,26;False;153;0,00779999999999847;-0,00210000000000088;0,503267973856209;0,633986928104575;5,09803921568528E-05;0,000324999999999936;6,375;0,555555555555556;82;25;89;39;
0,0148999999999998;EURUSD;576;FastMovement-Strategy;40;24;0,45;0,26;0,28;True;7;0,0155999999999998;-0,00099999999999989;0;0,714285714285714;0,00222857142857141;0,000649999999999993;0,291666666666667;1;32;0;4;3;
-0,00560000000000006;EURUSD;576;FastMovement-Strategy;100;2;0,68;0,23;0,13;False;1;-0,00550000000000006;-0,00550000000000006;1;0;-0,00550000000000006;-0,000229166666666669;0,0416666666666667;n. def.;2;1;0;0;
0,00720000000000004;EURUSD;576;FastMovement-Strategy;10;9;0,37;0,13;0,15;True;5;0,00770000000000004;-0,00250000000000017;0;0,6;0,00154000000000001;0,000320833333333335;0,208333333333333;1;10;1;1;3;
-0,00200000000000006;EURUSD;576;FastMovement-Strategy;70;11;0,13;0,1;0,13;False;106;0,00859999999999994;-0,00269999999999992;0,575471698113208;0,660377358490566;8,11320754716976E-05;0,000358333333333331;4,41666666666667;0,666666666666667;36;27;54;25;
-0,0213000000000006;EURUSD;576;FastMovement-Strategy;160;7;0,02;0,27;0,25;False;287;0,00739999999999941;-0,00149999999999983;0,494773519163763;0,477351916376307;2,57839721254335E-05;0,000308333333333309;11,9583333333333;0,666666666666667;219;28;41;217;
-0,00899999999999992;EURUSD;576;FastMovement-Strategy;20;6;0,63;0,31;0,14;False;2;-0,00879999999999992;-0,00879999999999992;1;0;-0,00439999999999996;-0,000366666666666663;0,0833333333333333;0;6;2;0;0;
-0,0211000000000004;EURUSD;576;FastMovement-Strategy;100;8;0,39;0,4;0,24;False;5;-0,0206000000000004;-0,0206000000000004;1;0;-0,00412000000000008;-0,00085833333333335;0,208333333333333;0;25;5;0;0;
-0,00900000000000015;EURUSD;576;FastMovement-Strategy;20;2;0,43;0,02;0,37;False;3;-0,00870000000000015;-0,00870000000000015;1;0,333333333333333;-0,00290000000000005;-0,000362500000000006;0,125;0;4;2;1;0;
0,0111000000000002;EURUSD;576;FastMovement-Strategy;30;5;0,24;0,14;0,41;True;8;0,0119000000000002;0,0002000000000002;0,25;0,75;0,00148750000000003;0,000495833333333344;0,333333333333333;1;18;0;5;3;
0,00379999999999968;EURUSD;576;FastMovement-Strategy;150;5;0,24;0,01;0,03;True;11;0,00489999999999968;-0,00380000000000003;0,181818181818182;0,545454545454545;0,000445454545454517;0,000204166666666653;0,458333333333333;0,5;3;5;6;0;
0,016;EURUSD;576;FastMovement-Strategy;30;23;0,65;0,12;0,31;True;3;0,0163;0,00499999999999989;0;1;0,00543333333333333;0,000679166666666666;0,125;1;23;0;3;0;
-0,0228999999999999;EURUSD;576;FastMovement-Strategy;190;15;0,24;0,31;0,15;False;18;-0,0210999999999999;-0,0210999999999999;0,722222222222222;0,333333333333333;-0,00117222222222222;-0,000879166666666662;0,75;0,166666666666667;108;10;1;7;
-0,0113000000000003;EURUSD;576;FastMovement-Strategy;110;9;0,15;0,17;0,04;False;60;-0,0053000000000003;-0,00930000000000031;0,666666666666667;0,333333333333333;-8,83333333333384E-05;-0,000220833333333346;2,5;0,625;33;40;16;4;
0,0199000000000003;EURUSD;576;FastMovement-Strategy;110;28;0,31;0,14;0,32;True;13;0,0212000000000003;-0,000800000000000134;0,384615384615385;0,615384615384615;0,00163076923076926;0,000883333333333347;0,541666666666667;0,833333333333333;75;0;7;6;
0,0096;EURUSD;576;FastMovement-Strategy;40;22;0,68;0,23;0,17;True;4;0,01;-0,00240000000000018;0;0,75;0,0025;0,000416666666666667;0,166666666666667;1;14;1;3;0;
-0,0170000000000002;EURUSD;576;FastMovement-Strategy;130;28;0,54;0,06;0,14;False;7;-0,0163000000000002;-0,0163000000000002;1;0,428571428571429;-0,00232857142857146;-0,000679166666666675;0,291666666666667;0,333333333333333;15;4;3;0;
-0,00540000000000013;EURUSD;576;FastMovement-Strategy;10;5;0,4;0,27;0,07;False;5;-0,00490000000000013;-0,00490000000000013;1;0,4;-0,000980000000000025;-0,000204166666666672;0,208333333333333;0,5;7;3;0;2;
-0,0164;EURUSD;576;FastMovement-Strategy;30;7;0,43;0,39;0,24;False;4;-0,016;-0,016;1;0;-0,004;-0,000666666666666667;0,166666666666667;0;16;3;0;1;
0,0146000000000003;EURUSD;576;FastMovement-Strategy;100;17;0,66;0,4;0,09;True;4;0,0150000000000003;-0,00160000000000005;0;0,75;0,00375000000000009;0,000625000000000014;0,166666666666667;1;18;1;3;0;
-0,0203000000000003;EURUSD;576;FastMovement-Strategy;80;23;0,16;0,39;0,28;False;72;-0,0131000000000003;-0,0141000000000007;0,611111111111111;0,555555555555556;-0,000181944444444449;-0,000545833333333347;3;0,333333333333333;74;10;1;61;
-0,0255999999999992;EURUSD;576;FastMovement-Strategy;90;26;0,2;0,31;0,39;False;44;-0,0211999999999992;-0,0224999999999993;0,704545454545455;0,477272727272727;-0,000481818181818164;-0,000883333333333301;1,83333333333333;0,4;86;4;1;39;
-0,0154000000000001;EURUSD;576;FastMovement-Strategy;170;17;0,5;0,27;0,07;False;5;-0,0149000000000001;-0,0149000000000001;1;0;-0,00298000000000003;-0,000620833333333339;0,208333333333333;0;23;5;0;0;
-0,0138000000000003;EURUSD;576;FastMovement-Strategy;70;3;0,42;0,34;0,33;False;3;-0,0135000000000003;-0,0135000000000003;1;0;-0,0045000000000001;-0,000562500000000012;0,125;0;10;3;0;0;
0,0084999999999997;EURUSD;576;FastMovement-Strategy;160;6;0,12;0,06;0,19;True;82;0,0166999999999997;-0,0026999999999997;0,48780487804878;0,719512195121951;0,000203658536585362;0,000695833333333322;3,41666666666667;0,375;45;22;59;1;
0,0125999999999999;EURUSD;576;FastMovement-Strategy;70;19;0,49;0,2;0,13;True;6;0,0131999999999999;-0,00160000000000027;0;0,666666666666667;0,00219999999999998;0,000549999999999995;0,25;0,666666666666667;24;2;3;1;
-0,0159000000000009;EURUSD;576;FastMovement-Strategy;70;20;0,15;0,27;0,27;False;82;-0,00770000000000093;-0,013400000000001;0,609756097560976;0,536585365853659;-9,39024390244016E-05;-0,000320833333333372;3,41666666666667;0,5;65;9;7;66;
-0,0180999999999996;EURUSD;576;FastMovement-Strategy;50;19;0,24;0,03;0,34;False;26;-0,0154999999999996;-0,0154999999999996;0,615384615384615;0,653846153846154;-0,000596153846153832;-0,000645833333333318;1,08333333333333;0,428571428571429;20;3;16;7;
-0,0146000000000002;EURUSD;576;FastMovement-Strategy;30;18;0,46;0,21;0,19;False;5;-0,0141000000000002;-0,0141000000000002;1;0,2;-0,00282000000000004;-0,000587500000000009;0,208333333333333;0;21;3;1;1;
0,010000000000001;EURUSD;576;FastMovement-Strategy;130;1;0,1;0,36;0,26;True;15;0,011500000000001;-0,00299999999999989;0,466666666666667;0,533333333333333;0,00076666666666673;0,000479166666666706;0,625;0,714285714285714;70;5;5;5;
-0,0149000000000002;EURUSD;576;FastMovement-Strategy;80;1;0,14;0,08;0,15;False;8;-0,0141000000000002;-0,0141000000000002;0,75;0,375;-0,00176250000000003;-0,000587500000000009;0,333333333333333;0,2;13;5;3;0;
-0,0171999999999994;EURUSD;576;FastMovement-Strategy;10;16;0,14;0,35;0,26;False;116;-0,00559999999999938;-0,00889999999999946;0,560344827586207;0,53448275862069;-4,82758620689602E-05;-0,000233333333333308;4,83333333333333;0,444444444444444;12;0;0;116;
0,0162000000000001;EURUSD;576;FastMovement-Strategy;110;21;0,43;0,28;0,25;True;6;0,0168000000000001;-0,000900000000000123;0;0,833333333333333;0,00280000000000002;0,000700000000000006;0,25;1;66;0;3;3;
-0,0107999999999994;EURUSD;576;FastMovement-Strategy;110;7;0,11;0,09;0,28;False;94;-0,0013999999999994;-0,00569999999999937;0,521276595744681;0,680851063829787;-1,48936170212702E-05;-5,83333333333084E-05;3,91666666666667;0,555555555555556;48;11;61;22;
-0,0209999999999993;EURUSD;576;FastMovement-Strategy;30;7;0,14;0,09;0,02;False;66;-0,0143999999999993;-0,0149999999999992;0,590909090909091;0,318181818181818;-0,000218181818181808;-0,000599999999999971;2,75;0,5;8;45;20;1;
-0,0427000000000003;EURUSD;576;FastMovement-Strategy;160;18;0,07;0,26;0,28;True;192;-0,0235000000000003;-0,0353000000000001;0,5;0,442708333333333;-0,000122395833333335;-0,000979166666666679;8;0,2;191;24;18;149;
-0,0106000000000002;EURUSD;576;FastMovement-Strategy;180;8;0,5;0,12;0,24;False;4;-0,0102000000000002;-0,0102000000000002;1;0,25;-0,00255000000000005;-0,000425000000000009;0,166666666666667;0;14;3;1;0;
