Score;Pair;Time;Strategy;takeprofit;threshold;timeout;stochTimeframe;stoploss;positions;profit;drawdown;long;winning;pips/position;pips/day;positions/day;holdtime/positions;hittimeout;hittp;hitsl
0,0067;GBPUSD;168;SSIStochStrategy;0,09;0,21;60;120;0,04;121;0,0188;-0,0029;0,570247934;0,446280992;0,000155372;0,002685714;17,28571429;38;49;26;46
0,0065;GBPUSD;168;SSIStochStrategy;0,3;0,2;210;120;0,04;50;0,0115;-0,0049;0,58;0,34;0,00023;0,001642857;7,142857143;117;16;3;30
0,0062;GBPUSD;168;SSIStochStrategy;0,02;0,15;150;60;0,27;116;0,0178;-0,0012;0,465517241;0,801724138;0,000153448;0,002542857;16,57142857;74;21;91;3
0,0053;GBPUSD;168;SSIStochStrategy;0,13;0,21;150;1080;0,22;24;0,0077;-0,0025;0,333333333;0,583333333;0,000320833;0,0011;3,428571429;139;19;4;1
0,0048;GBPUSD;168;SSIStochStrategy;0,15;0,18;30;180;0,26;124;0,0172;0,0002;0,580645161;0,459677419;0,00013871;0,002457143;17,71428571;30;119;4;0
0,0047;GBPUSD;168;SSIStochStrategy;0,27;0,19;210;180;0,3;32;0,0079;-0,0013;0,625;0,5;0,000246875;0,001128571;4,571428571;195;28;2;1
0,0046;GBPUSD;168;SSIStochStrategy;0,5;0,06;180;20;0,37;41;0,0087;-0,0019;0,341463415;0,414634146;0,000212195;0,001242857;5,857142857;239;38;1;1
0,0046;GBPUSD;168;SSIStochStrategy;0,12;0,19;30;180;0,25;122;0,0168;0,0002;0,581967213;0,459016393;0,000137705;0,0024;17,42857143;30;114;7;0
0,0043;GBPUSD;168;SSIStochStrategy;0,16;0,18;30;180;0,16;124;0,0167;0,0002;0,580645161;0,459677419;0,000134677;0,002385714;17,71428571;30;119;3;1
0,0043;GBPUSD;168;SSIStochStrategy;0,16;0,18;30;180;0,25;124;0,0167;0,0002;0,580645161;0,459677419;0,000134677;0,002385714;17,71428571;30;120;3;0
0,0033;GBPUSD;168;SSIStochStrategy;0,08;0,21;210;1140;0,26;22;0,0055;-0,0008;0,363636364;0,545454545;0,00025;0,000785714;3,142857143;153;11;10;1
0,003;GBPUSD;168;SSIStochStrategy;0,18;0,22;90;120;0,3;63;0,0093;-0,003;0,619047619;0,507936508;0,000147619;0,001328571;9;85;55;6;1
0,0026;GBPUSD;168;SSIStochStrategy;0,11;0,21;60;1080;0,25;33;0,0059;2,22E-16;0,363636364;0,575757576;0,000178788;0,000842857;4,714285714;57;30;3;0
0,0026;GBPUSD;168;SSIStochStrategy;0,14;0,2;30;180;0,12;119;0,0145;0,0002;0,579831933;0,453781513;0,000121849;0,002071429;17;29;110;5;3
0,0024;GBPUSD;168;SSIStochStrategy;0,12;0,19;210;1140;0,21;22;0,0046;-0,0018;0,363636364;0,545454545;0,000209091;0,000657143;3,142857143;158;13;7;2
0,0024;GBPUSD;168;SSIStochStrategy;0,26;0,18;30;180;0,07;129;0,0153;0,0002;0,604651163;0,480620155;0,000118605;0,002185714;18,42857143;28;112;1;15
0,0024;GBPUSD;168;SSIStochStrategy;0,18;0,2;30;180;0,09;120;0,0144;0,0002;0,583333333;0,466666667;0,00012;0,002057143;17,14285714;29;109;3;7
0,0017;GBPUSD;168;SSIStochStrategy;0,16;0,18;150;120;0,04;71;0,0088;-0,002;0,577464789;0,38028169;0,000123944;0,001257143;10,14285714;79;21;11;38
0,0017;GBPUSD;168;SSIStochStrategy;0,29;0,2;30;180;0,11;117;0,0134;0,0002;0,581196581;0,461538462;0,00011453;0,001914286;16,71428571;30;112;1;3
0,0016;GBPUSD;168;SSIStochStrategy;0,09;0,14;210;120;0,17;47;0,0063;-0,0058;0,595744681;0,617021277;0,000134043;0,0009;6,714285714;130;15;22;9
0,0015;GBPUSD;168;SSIStochStrategy;0,16;0,19;30;180;0,08;125;0,014;0,0002;0,584;0,464;0,000112;0,002;17,85714286;29;112;3;9
0,0015;GBPUSD;168;SSIStochStrategy;0,22;0,15;120;180;0,1;52;0,0067;-0,0065;0,576923077;0,480769231;0,000128846;0,000957143;7,428571429;103;37;4;10
0,0012;GBPUSD;168;SSIStochStrategy;0,12;0,22;210;1080;0,24;21;0,0033;-0,0026;0,333333333;0,428571429;0,000157143;0,000471429;3;169;13;7;1
0,0011;GBPUSD;168;SSIStochStrategy;0,19;0,11;180;120;0,1;45;0,0056;-0,0028;0,555555556;0,511111111;0,000124444;0,0008;6,428571429;135;24;7;14
0,001;GBPUSD;168;SSIStochStrategy;0,11;0,21;210;1080;0,26;21;0,0031;-0,0016;0,380952381;0,476190476;0,000147619;0,000442857;3;165;13;7;1
0,0009;GBPUSD;168;SSIStochStrategy;0,13;0,21;60;1080;0,1;35;0,0044;-0,0003;0,371428571;0,6;0,000125714;0,000628571;5;55;29;2;4
0,0006;GBPUSD;168;SSIStochStrategy;0,09;0,21;150;960;0,19;27;0,0033;-0,0011;0,37037037;0,481481481;0,000122222;0,000471429;3,857142857;127;19;7;1
0,0005;GBPUSD;168;SSIStochStrategy;0,28;0,21;30;180;0,14;118;0,0123;-0,0003;0,584745763;0,474576271;0,000104237;0,001757143;16,85714286;30;113;1;4
0,0004;GBPUSD;168;SSIStochStrategy;0,22;0,21;60;180;0,14;77;0,0081;-0,0016;0,571428571;0,493506494;0,000105195;0,001157143;11;58;72;1;4
0,0004;GBPUSD;168;SSIStochStrategy;0,1;0,22;150;1020;0,22;25;0,0029;-0,004;0,32;0,52;0,000116;0,000414286;3,571428571;135;18;6;1
0,0004;GBPUSD;168;SSIStochStrategy;0,07;0,19;180;840;0,04;40;0,0044;-0,002;0,425;0,425;0,00011;0,000628571;5,714285714;61;5;16;19
0,0003;GBPUSD;168;SSIStochStrategy;0,17;0,22;60;1140;0,18;34;0,0037;2,22E-16;0,294117647;0,529411765;0,000108824;0,000528571;4,857142857;61;34;0;0
0,0003;GBPUSD;168;SSIStochStrategy;0,26;0,16;150;60;0,12;48;0,0051;-0,0019;0,4375;0,479166667;0,00010625;0,000728571;6,857142857;192;38;2;8
0,0003;GBPUSD;168;SSIStochStrategy;0,1;0,21;30;180;0,3;120;0,0123;-0,0003;0,583333333;0,483333333;0,0001025;0,001757143;17,14285714;29;108;11;1
0,0002;GBPUSD;168;SSIStochStrategy;0,09;0,21;210;1140;0,16;22;0,0024;-0,0008;0,363636364;0,5;0,000109091;0,000342857;3,142857143;155;10;9;3
0,0002;GBPUSD;168;SSIStochStrategy;0,08;0,13;180;180;0,07;70;0,0072;-0,0052;0,585714286;0,5;0,000102857;0,001028571;10;75;13;28;28
-0,0001;GBPUSD;168;SSIStochStrategy;0,2;0,08;90;120;0,24;68;0,0067;-0,0043;0,529411765;0,470588235;9,85E-05;0,000957143;9,714285714;87;59;5;3
-0,0001;GBPUSD;168;SSIStochStrategy;0,25;0,22;60;1140;0,15;34;0,0033;2,22E-16;0,294117647;0,529411765;9,71E-05;0,000471429;4,857142857;60;33;0;1
-0,0001;GBPUSD;168;SSIStochStrategy;0,19;0,21;210;120;0,07;52;0,0051;-0,0062;0,653846154;0,403846154;9,81E-05;0,000728571;7,428571429;119;15;9;27
-0,0002;GBPUSD;168;SSIStochStrategy;0,28;0,21;120;1140;0,07;28;0,0026;-0,0024;0,357142857;0,5;9,29E-05;0,000371429;4;102;21;0;7
-0,0002;GBPUSD;168;SSIStochStrategy;0,12;0,21;120;1140;0,21;26;0,0024;-0,0016;0,346153846;0,538461538;9,23E-05;0,000342857;3,714285714;106;20;5;1
-0,0002;GBPUSD;168;SSIStochStrategy;0,03;0,19;60;1020;0,19;49;0,0047;-0,0025;0,346938776;0,653061224;9,59E-05;0,000671429;7;34;19;29;1
-0,0002;GBPUSD;168;SSIStochStrategy;0,26;0,2;180;120;0,13;40;0,0038;-0,0049;0,575;0,5;9,50E-05;0,000542857;5,714285714;155;27;3;9
-0,0003;GBPUSD;168;SSIStochStrategy;0,28;0,2;30;180;0,29;116;0,0113;0,0002;0,577586207;0,465517241;9,74E-05;0,001614286;16,57142857;30;113;1;1
-0,0003;GBPUSD;168;SSIStochStrategy;0,19;0,2;30;180;0,26;116;0,0113;0,0002;0,577586207;0,465517241;9,74E-05;0,001614286;16,57142857;30;113;1;1
-0,0003;GBPUSD;168;SSIStochStrategy;0,07;0,12;150;180;0,09;71;0,0068;-0,0017;0,605633803;0,577464789;9,58E-05;0,000971429;10,14285714;73;19;30;21
-0,0005;GBPUSD;168;SSIStochStrategy;0,2;0,14;150;180;0,12;48;0,0043;-0,0008;0,604166667;0,5;8,96E-05;0,000614286;6,857142857;114;31;6;10
-0,0005;GBPUSD;168;SSIStochStrategy;0,1;0,19;60;1140;0,19;34;0,0029;-0,0005;0,352941176;0,558823529;8,53E-05;0,000414286;4,857142857;54;25;7;2
-0,0005;GBPUSD;168;SSIStochStrategy;0,22;0,21;120;1080;0,06;28;0,0023;-0,0022;0,357142857;0,428571429;8,21E-05;0,000328571;4;97;18;1;9
-0,0005;GBPUSD;168;SSIStochStrategy;0,06;0,22;120;60;0,07;104;0,0099;-0,0024;0,480769231;0,528846154;9,52E-05;0,001414286;14,85714286;57;24;45;34
-0,0006;GBPUSD;168;SSIStochStrategy;0,21;0,2;150;1140;0,24;23;0,0017;-0,003;0,347826087;0,434782609;7,39E-05;0,000242857;3,285714286;143;21;1;1
-0,0007;GBPUSD;168;SSIStochStrategy;0,08;0,19;210;780;0,06;32;0,0025;-0,0021;0,40625;0,4375;7,81E-05;0,000357143;4,571428571;97;6;12;14
-0,0007;GBPUSD;168;SSIStochStrategy;0,09;0,2;30;180;0,14;123;0,0116;2,22E-16;0,585365854;0,463414634;9,43E-05;0,001657143;17,57142857;28;104;13;5
-0,0008;GBPUSD;168;SSIStochStrategy;0,02;0,22;60;600;0,28;68;0,006;-0,0009;0,455882353;0,735294118;8,82E-05;0,000857143;9,714285714;29;20;47;1
-0,0009;GBPUSD;168;SSIStochStrategy;0,14;0,14;150;180;0,3;44;0,0035;-0,0015;0,568181818;0,522727273;7,95E-05;0,0005;6,285714286;127;33;8;2
-0,0009;GBPUSD;168;SSIStochStrategy;0,12;0,21;60;1080;0,06;39;0,003;2,22E-16;0,358974359;0,564102564;7,69E-05;0,000428571;5,571428571;48;27;2;10
-0,001;GBPUSD;168;SSIStochStrategy;0,27;0,16;30;300;0,29;93;0,0083;1,00E-04;0,623655914;0,505376344;8,92E-05;0,001185714;13,28571429;31;93;0;0
-0,001;GBPUSD;168;SSIStochStrategy;0,26;0,16;30;300;0,2;93;0,0083;1,00E-04;0,623655914;0,505376344;8,92E-05;0,001185714;13,28571429;31;93;0;0
-0,0011;GBPUSD;168;SSIStochStrategy;0,03;0,17;60;380;0,46;91;0,008;-0,0011;0,571428571;0,637362637;8,79E-05;0,001142857;13;34;35;56;0
-0,0011;GBPUSD;168;SSIStochStrategy;0,08;0,16;30;180;0,16;127;0,0116;0,0002;0,598425197;0,456692913;9,13E-05;0,001657143;18,14285714;28;111;14;1
-0,0013;GBPUSD;168;SSIStochStrategy;0,22;0,2;210;1080;0,17;20;0,0007;-0,0029;0,4;0,45;3,50E-05;1,00E-04;2,857142857;182;15;1;4
-0,0013;GBPUSD;168;SSIStochStrategy;0,04;0,19;150;840;0,26;34;0,0021;-0,0014;0,411764706;0,617647059;6,18E-05;0,0003;4,857142857;88;14;20;0
-0,0014;GBPUSD;168;SSIStochStrategy;0,31;0,21;150;1140;0,12;23;0,0009;-0,0025;0,347826087;0,47826087;3,91E-05;0,000128571;3,285714286;138;20;0;3
-0,0014;GBPUSD;168;SSIStochStrategy;0,25;0,16;30;300;0,17;93;0,0079;1,00E-04;0,623655914;0,505376344;8,49E-05;0,001128571;13,28571429;31;92;0;1
-0,0015;GBPUSD;168;SSIStochStrategy;0,22;0,19;120;1140;0,04;32;0,0017;-0,0025;0,3125;0,40625;5,31E-05;0,000242857;4,571428571;84;16;1;15
-0,0016;GBPUSD;168;SSIStochStrategy;0,06;0,21;60;1140;0,2;35;0,0019;-0,0003;0,342857143;0,542857143;5,43E-05;0,000271429;5;50;23;11;1
-0,0016;GBPUSD;168;SSIStochStrategy;0,3;0,19;150;1080;0,17;24;0,0008;-0,003;0,375;0,5;3,33E-05;0,000114286;3,428571429;142;22;0;2
-0,0017;GBPUSD;168;SSIStochStrategy;0,18;0,19;210;1140;0,26;19;0,0002;-0,004;0,421052632;0,473684211;1,05E-05;2,86E-05;2,714285714;195;16;2;1
-0,0018;GBPUSD;168;SSIStochStrategy;0,03;0,21;60;720;0,27;49;0,0031;-0,0006;0,428571429;0,653061224;6,33E-05;0,000442857;7;35;19;29;1
-0,0018;GBPUSD;168;SSIStochStrategy;0,18;0,2;30;120;0,07;140;0,0122;-0,0016;0,571428571;0,442857143;8,71E-05;0,001742857;20;29;122;3;14
-0,0019;GBPUSD;168;SSIStochStrategy;0,13;0,21;60;180;0,17;80;0,0061;-0,0006;0,5625;0,4875;7,63E-05;0,000871429;11,42857143;56;66;10;4
-0,0019;GBPUSD;168;SSIStochStrategy;0,09;0,13;120;120;0,11;70;0,0051;-0,0018;0,571428571;0,5;7,29E-05;0,000728571;10;79;33;22;14
-0,0019;GBPUSD;168;SSIStochStrategy;0,18;0,16;120;180;0,14;50;0,0031;-0,0044;0,58;0,46;6,20E-05;0,000442857;7,142857143;107;38;5;6
-0,0019;GBPUSD;168;SSIStochStrategy;0,23;0,18;30;120;0,09;137;0,0118;-0,0013;0,554744526;0,437956204;8,61E-05;0,001685714;19,57142857;30;127;1;8
-0,002;GBPUSD;168;SSIStochStrategy;0,23;0,22;150;1080;0,21;24;0,0004;-0,0025;0,291666667;0,458333333;1,67E-05;5,71E-05;3,428571429;145;22;1;1
-0,002;GBPUSD;168;SSIStochStrategy;0,24;0,2;210;120;0,03;62;0,0042;-0,0054;0,5;0,306451613;6,77E-05;0,0006;8,857142857;87;16;3;42
-0,0021;GBPUSD;168;SSIStochStrategy;0,3;0,22;60;1080;0,2;35;0,0014;2,22E-16;0,342857143;0,514285714;4,00E-05;0,0002;5;61;35;0;0
-0,0021;GBPUSD;168;SSIStochStrategy;0,07;0,2;210;780;0,03;51;0,003;-0,0044;0,392156863;0,352941176;5,88E-05;0,000428571;7,285714286;41;1;17;33
-0,0021;GBPUSD;168;SSIStochStrategy;0,09;0,1;210;120;0,11;58;0,0037;-0,0027;0,586206897;0,534482759;6,38E-05;0,000528571;8,285714286;103;15;24;18
-0,0022;GBPUSD;168;SSIStochStrategy;0,24;0,22;150;1080;0,11;24;0,0002;-0,0026;0,291666667;0,458333333;8,33E-06;2,86E-05;3,428571429;137;19;1;4
-0,0022;GBPUSD;168;SSIStochStrategy;0,1;0,17;150;1140;0,23;23;0,0001;-0,0051;0,434782609;0,434782609;4,35E-06;1,43E-05;3,285714286;123;15;6;2
-0,0023;GBPUSD;168;SSIStochStrategy;0,26;0,22;60;1080;0,08;37;0,0014;2,22E-16;0,351351351;0,540540541;3,78E-05;0,0002;5,285714286;56;32;0;5
-0,0023;GBPUSD;168;SSIStochStrategy;0,21;0,22;90;1080;0,1;29;0,0006;-0,0014;0,275862069;0,517241379;2,07E-05;8,57E-05;4,142857143;84;23;1;5
-0,0023;GBPUSD;168;SSIStochStrategy;0,02;0,19;60;780;0,08;58;0,0035;-0,003;0,379310345;0,689655172;6,03E-05;0,0005;8,285714286;27;16;37;5
-0,0023;GBPUSD;168;SSIStochStrategy;0,23;0,18;30;240;0,26;107;0,0084;0,0001;0,607476636;0,46728972;7,85E-05;0,0012;15,28571429;31;106;1;0
-0,0024;GBPUSD;168;SSIStochStrategy;0,26;0,21;60;180;0,28;76;0,0052;-0,0017;0,565789474;0,5;6,84E-05;0,000742857;10,85714286;60;73;1;2
-0,0024;GBPUSD;168;SSIStochStrategy;0,1;0,19;120;180;0,13;60;0,0036;-0,0024;0,616666667;0,466666667;6,00E-05;0,000514286;8,571428571;91;33;16;10
-0,0024;GBPUSD;168;SSIStochStrategy;0,13;0,21;60;780;0,17;35;0,0011;-0,0045;0,457142857;0,457142857;3,14E-05;0,000157143;5;59;33;2;0
-0,0025;GBPUSD;168;SSIStochStrategy;0,16;0,2;60;780;0,09;38;0,0013;-0,0018;0,421052632;0,5;3,42E-05;0,000185714;5,428571429;56;31;2;5
-0,0025;GBPUSD;168;SSIStochStrategy;0,12;0,22;210;120;0,2;40;0,0015;-0,0064;0,55;0,575;3,75E-05;0,000214286;5,714285714;149;19;13;7
-0,0025;GBPUSD;168;SSIStochStrategy;0,06;0,2;210;720;0,02;58;0,0033;-0,0031;0,396551724;0,344827586;5,69E-05;0,000471429;8,285714286;32;1;19;38
-0,0026;GBPUSD;168;SSIStochStrategy;0,13;0,19;60;1140;0,07;37;0,0011;-0,0005;0,324324324;0,513513514;2,97E-05;0,000157143;5,285714286;51;27;2;8
-0,0026;GBPUSD;168;SSIStochStrategy;0,04;0,21;60;960;0,23;46;0,002;-0,0006;0,326086957;0,543478261;4,35E-05;0,000285714;6,571428571;42;25;21;0
-0,0026;GBPUSD;168;SSIStochStrategy;0,23;0,1;180;180;0,31;34;0,0008;-0,0078;0,617647059;0,558823529;2,35E-05;0,000114286;4,857142857;173;30;2;1
-0,0026;GBPUSD;168;SSIStochStrategy;0,17;0,2;60;120;0,05;102;0,0076;-0,0027;0,529411765;0,441176471;7,45E-05;0,001085714;14,57142857;46;60;6;36
-0,0027;GBPUSD;168;SSIStochStrategy;0,21;0,2;120;1140;0,08;29;0,0002;-0,0031;0,310344828;0,482758621;6,90E-06;2,86E-05;4,142857143;101;20;1;8
-0,0027;GBPUSD;168;SSIStochStrategy;0,29;0,18;30;240;0,19;106;0,0079;0,0001;0,613207547;0,471698113;7,45E-05;0,001128571;15,14285714;31;106;0;0
-0,0028;GBPUSD;168;SSIStochStrategy;0,26;0,21;30;480;0,04;72;0,0044;-0,0014;0,569444444;0,458333333;6,11E-05;0,000628571;10,28571429;26;53;0;19
-0,0028;GBPUSD;168;SSIStochStrategy;0,16;0,21;120;1140;0,27;25;-0,0003;-0,002;0,36;0,52;-1,20E-05;-4,29E-05;3,571428571;113;22;2;1
-0,0028;GBPUSD;168;SSIStochStrategy;0,03;0,12;150;960;0,24;36;0,0008;-0,0042;0,388888889;0,638888889;2,22E-05;0,000114286;5,142857143;79;12;23;1
-0,0028;GBPUSD;168;SSIStochStrategy;0,18;0,21;30;840;0,06;47;0,0019;-0,0014;0,382978723;0,510638298;4,04E-05;0,000271429;6,714285714;28;39;0;8
-0,0029;GBPUSD;168;SSIStochStrategy;0,15;0,19;60;840;0,16;38;0,0009;-0,0019;0,473684211;0,5;2,37E-05;0,000128571;5,428571429;59;35;2;1
-0,0029;GBPUSD;168;SSIStochStrategy;0,02;0,11;210;900;0,11;43;0,0014;-0,0051;0,348837209;0,720930233;3,26E-05;0,0002;6,142857143;66;7;31;5
-0,0029;GBPUSD;168;SSIStochStrategy;0,09;0,19;60;840;0,07;42;0,0013;-0,0005;0,428571429;0,523809524;3,10E-05;0,000185714;6;47;24;7;11
-0,003;GBPUSD;168;SSIStochStrategy;0,13;0,22;30;600;0,06;62;0,0032;-0,0033;0,467741935;0,5;5,16E-05;0,000457143;8,857142857;28;52;2;8
-0,003;GBPUSD;168;SSIStochStrategy;0,24;0,22;30;480;0,3;65;0,0035;0;0,553846154;0,507692308;5,38E-05;0,0005;9,285714286;31;65;0;0
-0,003;GBPUSD;168;SSIStochStrategy;0,25;0,13;150;180;0,3;40;0,001;-0,0034;0,575;0,525;2,50E-05;0,000142857;5,714285714;139;35;2;2
-0,0031;GBPUSD;168;SSIStochStrategy;0,15;0,22;30;600;0,12;61;0,003;-0,0032;0,459016393;0,508196721;4,92E-05;0,000428571;8,714285714;30;58;1;2
-0,0031;GBPUSD;168;SSIStochStrategy;0,08;0,22;120;480;0,12;42;0,0011;-0,0016;0,619047619;0,5;2,62E-05;0,000157143;6;81;19;16;7
-0,0031;GBPUSD;168;SSIStochStrategy;0,13;0,2;150;780;0,1;28;-0,0003;-0,0049;0,428571429;0,464285714;-1,07E-05;-4,29E-05;4;117;16;4;8
-0,0031;GBPUSD;168;SSIStochStrategy;0,06;0,12;180;1080;0,15;25;-0,0006;-0,0016;0,4;0,52;-2,40E-05;-8,57E-05;3,571428571;119;9;12;4
-0,0031;GBPUSD;168;SSIStochStrategy;0,3;0,21;30;1020;0,06;50;0,0019;-0,0005;0,36;0,52;3,80E-05;0,000271429;7,142857143;28;42;0;8
-0,0031;GBPUSD;168;SSIStochStrategy;0,19;0,15;120;180;0,23;49;0,0018;-0,0061;0,571428571;0,510204082;3,67E-05;0,000257143;7;113;42;3;3
-0,0031;GBPUSD;168;SSIStochStrategy;0,05;0,21;180;900;0,3;30;-0,0001;-0,0028;0,333333333;0,6;-3,33E-06;-1,43E-05;4,285714286;104;12;18;0
-0,0031;GBPUSD;168;SSIStochStrategy;0,26;0,19;30;120;0,18;133;0,0102;-0,0018;0,556390977;0,436090226;7,67E-05;0,001457143;19;30;130;1;1
-0,0032;GBPUSD;168;SSIStochStrategy;0,1;0,21;120;480;0,03;55;0,0023;-0,0019;0,636363636;0,345454545;4,18E-05;0,000328571;7,857142857;50;10;10;35
-0,0032;GBPUSD;168;SSIStochStrategy;0,18;0,19;90;120;0,21;64;0,0032;-0,0087;0,5625;0,46875;5,00E-05;0,000457143;9,142857143;85;54;5;4
-0,0032;GBPUSD;168;SSIStochStrategy;0,29;0,09;90;120;0,18;68;0,0036;-0,0043;0,529411765;0,441176471;5,29E-05;0,000514286;9,714285714;87;61;1;5
-0,0032;GBPUSD;168;SSIStochStrategy;0,02;0,2;60;780;0,27;52;0,002;-0,0033;0,384615385;0,711538462;3,85E-05;0,000285714;7,428571429;31;18;34;0
-0,0033;GBPUSD;168;SSIStochStrategy;0,16;0,21;150;420;0,03;61;0,0028;-0,0019;0,62295082;0,262295082;4,59E-05;0,0004;8,714285714;55;8;9;44
-0,0033;GBPUSD;168;SSIStochStrategy;0,25;0,2;60;1080;0,21;34;0,0001;-0,0011;0,352941176;0,558823529;2,94E-06;1,43E-05;4,857142857;60;33;0;1
-0,0033;GBPUSD;168;SSIStochStrategy;0,28;0,2;60;1140;0,07;38;0,0005;-0,0005;0,315789474;0,526315789;1,32E-05;7,14E-05;5,428571429;51;29;0;9
-0,0033;GBPUSD;168;SSIStochStrategy;0,08;0,19;150;480;0,1;42;0,0009;-0,0013;0,595238095;0,476190476;2,14E-05;0,000128571;6;91;15;16;11
-0,0033;GBPUSD;168;SSIStochStrategy;0,25;0,16;120;180;0,18;49;0,0016;-0,0095;0,571428571;0,469387755;3,27E-05;0,000228571;7;112;42;2;4
-0,0033;GBPUSD;168;SSIStochStrategy;0,03;0,21;120;1020;0,12;43;0,001;-0,0014;0,302325581;0,651162791;2,33E-05;0,000142857;6,142857143;52;10;28;5
-0,0034;GBPUSD;168;SSIStochStrategy;0,05;0,14;150;1140;0,21;28;-0,0006;-0,0061;0,357142857;0,571428571;-2,14E-05;-8,57E-05;4;97;13;13;2
-0,0034;GBPUSD;168;SSIStochStrategy;0,1;0,18;150;1080;0,15;24;-0,001;-0,0041;0,5;0,458333333;-4,17E-05;-0,000142857;3,428571429;117;14;6;4
-0,0034;GBPUSD;168;SSIStochStrategy;0,05;0,22;120;120;0,04;115;0,0081;-0,0036;0,556521739;0,486956522;7,04E-05;0,001157143;16,42857143;39;15;51;48
-0,0035;GBPUSD;168;SSIStochStrategy;0,08;0,08;90;1140;0,14;29;-0,0006;-0,0013;0,448275862;0,448275862;-2,07E-05;-8,57E-05;4,142857143;77;22;5;2
-0,0035;GBPUSD;168;SSIStochStrategy;0,3;0,21;60;1020;0,24;35;0;-0,0012;0,4;0,485714286;0;0;5;61;35;0;0
-0,0035;GBPUSD;168;SSIStochStrategy;0,05;0,14;120;780;0,12;37;0,0002;-0,0033;0,459459459;0,459459459;5,41E-06;2,86E-05;5,285714286;79;19;15;3
-0,0035;GBPUSD;168;SSIStochStrategy;0,08;0,11;60;1140;0,07;41;0,0006;-0,005;0,390243902;0,43902439;1,46E-05;8,57E-05;5,857142857;49;27;7;7
-0,0035;GBPUSD;168;SSIStochStrategy;0,13;0,22;180;1080;0,17;22;-0,0013;-0,0053;0,318181818;0,409090909;-5,91E-05;-0,000185714;3,142857143;159;17;3;2
-0,0035;GBPUSD;168;SSIStochStrategy;0,09;0,15;120;120;0,12;68;0,0033;-0,0016;0,514705882;0,5;4,85E-05;0,000471429;9,714285714;80;33;21;13
-0,0035;GBPUSD;168;SSIStochStrategy;0,19;0,22;120;120;0,28;55;0,002;-0,0027;0,618181818;0,418181818;3,64E-05;0,000285714;7,857142857;112;47;5;2
-0,0035;GBPUSD;168;SSIStochStrategy;0,15;0,2;30;120;0,3;135;0,01;-0,0016;0,562962963;0,437037037;7,41E-05;0,001428571;19,28571429;30;128;5;1
-0,0035;GBPUSD;168;SSIStochStrategy;0,15;0,15;120;180;0,12;56;0,0021;-0,0078;0,571428571;0,464285714;3,75E-05;0,0003;8;97;35;8;12
-0,0035;GBPUSD;168;SSIStochStrategy;0,06;0,21;150;120;0,07;83;0,0048;-0,0037;0,56626506;0,554216867;5,78E-05;0,000685714;11,85714286;63;16;37;29
-0,0036;GBPUSD;168;SSIStochStrategy;0,09;0,21;60;840;0,16;37;1,00E-04;-0,0021;0,405405405;0,513513514;2,70E-06;1,43E-05;5,285714286;57;31;5;1
-0,0036;GBPUSD;168;SSIStochStrategy;0,24;0,22;30;1140;0,11;42;0,0006;-0,0011;0,261904762;0,5;1,43E-05;8,57E-05;6;30;41;0;1
-0,0036;GBPUSD;168;SSIStochStrategy;0,06;0,21;150;60;0,25;64;0,0028;-0,0007;0,5;0,625;4,37E-05;0,0004;9,142857143;143;27;32;4
-0,0037;GBPUSD;168;SSIStochStrategy;0,3;0,19;210;180;0,21;32;-0,0005;-0,0017;0,65625;0,46875;-1,56E-05;-7,14E-05;4,571428571;192;26;1;4
-0,0037;GBPUSD;168;SSIStochStrategy;0,05;0,18;120;1140;0,15;28;-0,0009;-0,0048;0,392857143;0,464285714;-3,21E-05;-0,000128571;4;83;13;12;3
-0,0037;GBPUSD;168;SSIStochStrategy;0,07;0,11;150;1140;0,17;26;-0,0011;-0,0052;0,384615385;0,538461538;-4,23E-05;-0,000157143;3,714285714;112;15;8;3
-0,0037;GBPUSD;168;SSIStochStrategy;0,1;0,18;120;1080;0,09;27;-0,001;-0,0041;0,444444444;0,333333333;-3,70E-05;-0,000142857;3,857142857;88;15;5;7
-0,0037;GBPUSD;168;SSIStochStrategy;0,3;0,2;30;720;0,07;57;0,002;-0,0014;0,368421053;0,526315789;3,51E-05;0,000285714;8,142857143;28;50;0;7
-0,0037;GBPUSD;168;SSIStochStrategy;0,14;0,2;30;360;0,11;89;0,0052;-1,00E-04;0,606741573;0,505617978;5,84E-05;0,000742857;12,71428571;29;80;3;6
-0,0038;GBPUSD;168;SSIStochStrategy;0,09;0,19;90;120;0,28;72;0,0034;-0,0079;0,541666667;0,513888889;4,72E-05;0,000485714;10,28571429;75;50;20;1
-0,0038;GBPUSD;168;SSIStochStrategy;0,25;0,19;120;1080;0,11;28;-0,001;-0,0041;0,357142857;0,392857143;-3,57E-05;-0,000142857;4;109;21;1;6
-0,0038;GBPUSD;168;SSIStochStrategy;0,02;0,22;210;780;0,15;43;0,0005;-0,0008;0,348837209;0,76744186;1,16E-05;7,14E-05;6,142857143;66;7;33;3
-0,0038;GBPUSD;168;SSIStochStrategy;0,14;0,19;30;1020;0,31;48;0,001;-0,0014;0,333333333;0,541666667;2,08E-05;0,000142857;6,857142857;30;47;1;0
-0,0038;GBPUSD;168;SSIStochStrategy;0,23;0,2;30;1080;0,06;50;0,0012;-1,00E-04;0,32;0,52;2,40E-05;0,000171429;7,142857143;28;42;0;8
