Score;Pair;Time;Strategy;PostT;PreT;Threshold;takeprofit;stoploss;FollowTrend;positions;profit;drawdown;long;winning;pips/position;pips/day;positions/day;holdtime/positions;hitsl;hittp;hitto
0,0011;EURUSD;168;FastMovement-Strategy;100;3;0,52;0,01;0,21;FALSE;1;0,0012;0,0012;1;1;0,0012;0,000171429;0,142857143;2;0;1;0
0,0011;EURUSD;168;FastMovement-Strategy;150;8;0,58;0,04;0,3;FALSE;1;0,0012;0,0012;1;1;0,0012;0,000171429;0,142857143;2;0;1;0
0,0011;EURUSD;168;FastMovement-Strategy;20;1;0,27;0,06;0,32;FALSE;1;0,0012;0,0012;1;1;0,0012;0,000171429;0,142857143;2;0;1;0
0,0011;EURUSD;168;FastMovement-Strategy;20;3;0,46;0,08;0,41;FALSE;1;0,0012;0,0012;1;1;0,0012;0,000171429;0,142857143;2;0;1;0
0,0011;EURUSD;168;FastMovement-Strategy;40;3;0,45;0,09;0,27;FALSE;1;0,0012;0,0012;1;1;0,0012;0,000171429;0,142857143;2;0;1;0
0,0011;EURUSD;168;FastMovement-Strategy;60;7;0,57;0,07;0,39;FALSE;1;0,0012;0,0012;1;1;0,0012;0,000171429;0,142857143;2;0;1;0
0,0011;EURUSD;168;FastMovement-Strategy;150;12;0,61;0,06;0,33;FALSE;1;0,0012;0,0012;1;1;0,0012;0,000171429;0,142857143;2;0;1;0
0,0011;EURUSD;168;FastMovement-Strategy;60;20;0,71;0,33;0,18;TRUE;2;0,0013;-0,0025;0;0,5;0,00065;0,000185714;0,285714286;7;1;1;0
0,0011;EURUSD;168;FastMovement-Strategy;170;2;0,24;0,31;0,19;TRUE;2;0,0013;-0,0025;0;0,5;0,00065;0,000185714;0,285714286;35;1;1;0
0,0011;EURUSD;168;FastMovement-Strategy;190;22;0,68;0,32;0,17;TRUE;2;0,0013;-0,0025;0;0,5;0,00065;0,000185714;0,285714286;8;1;1;0
0,0011;EURUSD;168;FastMovement-Strategy;120;22;0,71;0,09;0,21;TRUE;2;0,0013;-0,0025;0;0,5;0,00065;0,000185714;0,285714286;7;1;1;0
0,0011;EURUSD;168;FastMovement-Strategy;20;17;0,37;0,02;0,34;TRUE;3;0,0014;0,0008;0;1;0,000466667;0,0002;0,428571429;14;0;3;0
0,0011;EURUSD;168;FastMovement-Strategy;100;29;0,55;0,27;0,15;TRUE;3;0,0014;-0,0025;0;0,333333333;0,000466667;0,0002;0,428571429;11;2;1;0
0,0011;EURUSD;168;FastMovement-Strategy;50;16;0,45;0,3;0,03;TRUE;3;0,0014;-0,0025;0;0,333333333;0,000466667;0,0002;0,428571429;8;2;1;0
0,0011;EURUSD;168;FastMovement-Strategy;160;18;0,65;0,12;0,11;FALSE;3;0,0014;0;1;0,666666667;0,000466667;0,0002;0,428571429;6;1;2;0
0,0011;EURUSD;168;FastMovement-Strategy;10;10;0,39;0,04;0,07;FALSE;3;0,0014;0,0004;1;0,666666667;0,000466667;0,0002;0,428571429;5;1;2;0
0,0011;EURUSD;168;FastMovement-Strategy;50;17;0,48;0,23;0,01;TRUE;3;0,0014;-0,0025;0;0,333333333;0,000466667;0,0002;0,428571429;8;2;1;0
0,0011;EURUSD;168;FastMovement-Strategy;120;11;0,52;0,09;0,09;FALSE;3;0,0014;0,0012;1;0,666666667;0,000466667;0,0002;0,428571429;3;1;2;0
0,0011;EURUSD;168;FastMovement-Strategy;80;22;0,56;0,16;0,21;TRUE;3;0,0014;-0,0025;0;0,333333333;0,000466667;0,0002;0,428571429;11;2;1;0
0,0011;EURUSD;168;FastMovement-Strategy;70;7;0,27;0,33;0,18;TRUE;4;0,0015;-0,0025;0;0,5;0,000375;0,000214286;0,571428571;29;2;1;1
0,0011;EURUSD;168;FastMovement-Strategy;170;9;0,16;0,17;0,38;FALSE;15;0,0026;-0,0082;0,666666667;0,666666667;0,000173333;0,000371429;2,142857143;61;3;10;2
0,0011;EURUSD;168;FastMovement-Strategy;140;15;0,17;0,31;0,27;TRUE;16;0,0027;-0,0037;0,375;0,5625;0,00016875;0,000385714;2,285714286;106;5;3;8
0,0011;EURUSD;168;FastMovement-Strategy;180;6;0,24;0,18;0,21;TRUE;5;0,0016;-0,0025;0;0,6;0,00032;0,000228571;0,714285714;24;2;3;0
0,001;EURUSD;168;FastMovement-Strategy;110;12;0,15;0,02;0,11;TRUE;24;0,0034;-0,0005;0,25;0,708333333;0,000141667;0,000485714;3,428571429;12;7;17;0
0,001;EURUSD;168;FastMovement-Strategy;100;11;0,26;0,05;0,37;TRUE;5;0,0015;0,0003;0;0,8;0,0003;0,000214286;0,714285714;43;0;4;1
0,001;EURUSD;168;FastMovement-Strategy;180;4;0,29;0,15;0,01;FALSE;2;0,0012;0,0012;1;0,5;0,0006;0,000171429;0,285714286;5;1;1;0
0,001;EURUSD;168;FastMovement-Strategy;30;4;0,29;0,15;0,06;FALSE;2;0,0012;0,0012;1;0,5;0,0006;0,000171429;0,285714286;5;1;1;0
0,001;EURUSD;168;FastMovement-Strategy;180;27;0,45;0,14;0,11;TRUE;3;0,0013;0,0013;0;0,333333333;0,000433333;0,000185714;0,428571429;34;2;1;0
0,001;EURUSD;168;FastMovement-Strategy;180;8;0,31;0,3;0,07;TRUE;3;0,0013;-0,0022;0;0,333333333;0,000433333;0,000185714;0,428571429;39;2;1;0
0,001;EURUSD;168;FastMovement-Strategy;190;8;0,09;0,36;0,36;FALSE;31;0,0041;-0,0037;0,419354839;0,612903226;0,000132258;0,000585714;4,428571429;155;7;4;19
0,001;EURUSD;168;FastMovement-Strategy;70;27;0,19;0,36;0,33;TRUE;20;0,003;-0,0029;0,2;0,45;0,00015;0,000428571;2,857142857;69;1;1;18
0,001;EURUSD;168;FastMovement-Strategy;10;8;0,44;0,03;0,33;FALSE;1;0,0011;0,0011;1;1;0,0011;0,000157143;0,142857143;7;0;1;0
0,001;EURUSD;168;FastMovement-Strategy;10;5;0,41;0,09;0,26;FALSE;1;0,0011;0,0011;1;1;0,0011;0,000157143;0,142857143;7;0;1;0
0,001;EURUSD;168;FastMovement-Strategy;180;8;0,49;0,04;0,15;FALSE;1;0,0011;0,0011;1;1;0,0011;0,000157143;0,142857143;7;0;1;0
0,001;EURUSD;168;FastMovement-Strategy;50;4;0,38;0,09;0,23;FALSE;1;0,0011;0,0011;1;1;0,0011;0,000157143;0,142857143;7;0;1;0
0,001;EURUSD;168;FastMovement-Strategy;140;20;0,45;0,05;0,18;TRUE;2;0,0012;0,0012;0;0,5;0,0006;0,000171429;0,285714286;17;1;1;0
0,001;EURUSD;168;FastMovement-Strategy;10;21;0,49;0,09;0,11;TRUE;3;0,0013;-0,0025;0;0,333333333;0,000433333;0,000185714;0,428571429;9;2;0;1
0,001;EURUSD;168;FastMovement-Strategy;50;21;0,5;0,1;0,15;TRUE;3;0,0013;-0,0025;0;0,333333333;0,000433333;0,000185714;0,428571429;9;2;1;0
0,001;EURUSD;168;FastMovement-Strategy;30;18;0,53;0,09;0,18;FALSE;3;0,0013;0;1;0,666666667;0,000433333;0,000185714;0,428571429;8;1;2;0
0,001;EURUSD;168;FastMovement-Strategy;30;13;0,54;0,19;0,11;TRUE;3;0,0013;-0,0014;0;0,333333333;0,000433333;0,000185714;0,428571429;10;2;1;0
0,001;EURUSD;168;FastMovement-Strategy;150;24;0,68;0,03;0,1;TRUE;3;0,0013;-0,0036;0;0,333333333;0,000433333;0,000185714;0,428571429;5;2;1;0
0,001;EURUSD;168;FastMovement-Strategy;170;10;0,09;0,28;0,39;TRUE;33;0,0043;-0,0059;0,484848485;0,454545455;0,000130303;0,000614286;4,714285714;146;2;7;23
0,001;EURUSD;168;FastMovement-Strategy;140;8;0,09;0,1;0,14;FALSE;52;0,0062;-0,0037;0,5;0,634615385;0,000119231;0,000885714;7,428571429;53;17;31;3
0,0009;EURUSD;168;FastMovement-Strategy;110;13;0,21;0,09;0,17;TRUE;11;0,002;0,0008;0,090909091;0,545454545;0,000181818;0,000285714;1,571428571;30;5;6;0
0,0009;EURUSD;168;FastMovement-Strategy;60;16;0,22;0,16;0,1;TRUE;11;0,002;0,001;0;0,363636364;0,000181818;0,000285714;1,571428571;25;6;3;2
0,0009;EURUSD;168;FastMovement-Strategy;20;27;0,63;0,17;0,12;TRUE;3;0,0012;-0,0036;0;0,333333333;0,0004;0,000171429;0,428571429;7;2;1;0
0,0009;EURUSD;168;FastMovement-Strategy;110;10;0,27;0,01;0,11;TRUE;4;0,0013;-0,0024;0;0,75;0,000325;0,000185714;0,571428571;7;1;3;0
0,0009;EURUSD;168;FastMovement-Strategy;30;15;0,6;0,09;0,01;FALSE;4;0,0013;0,0012;1;0,5;0,000325;0,000185714;0,571428571;2;2;2;0
0,0009;EURUSD;168;FastMovement-Strategy;80;11;0,15;0,05;0,04;TRUE;25;0,0034;-0,0013;0,32;0,4;0,000136;0,000485714;3,571428571;8;15;10;0
0,0009;EURUSD;168;FastMovement-Strategy;10;10;0,24;0,03;0,18;TRUE;6;0,0015;-0,0024;0;0,666666667;0,00025;0,000214286;0,857142857;8;1;3;2
0,0009;EURUSD;168;FastMovement-Strategy;130;16;0,46;0,19;0,02;FALSE;2;0,0011;-0,0012;1;0,5;0,00055;0,000157143;0,285714286;15;1;1;0
0,0009;EURUSD;168;FastMovement-Strategy;140;23;0,59;0,21;0,17;TRUE;3;0,0012;-0,0025;0;0,333333333;0,0004;0,000171429;0,428571429;9;2;1;0
0,0009;EURUSD;168;FastMovement-Strategy;60;11;0,37;0,09;0,18;TRUE;3;0,0012;0,0012;0;0,666666667;0,0004;0,000171429;0,428571429;8;1;2;0
0,0009;EURUSD;168;FastMovement-Strategy;130;29;0,59;0,36;0,16;TRUE;3;0,0012;-0,0025;0;0,333333333;0,0004;0,000171429;0,428571429;11;2;1;0
0,0009;EURUSD;168;FastMovement-Strategy;120;23;0,52;0,01;0,14;TRUE;3;0,0012;-0,0025;0;0,333333333;0,0004;0,000171429;0,428571429;9;2;1;0
0,0009;EURUSD;168;FastMovement-Strategy;70;26;0,61;0,23;0,19;TRUE;3;0,0012;-0,0025;0;0,333333333;0,0004;0,000171429;0,428571429;10;2;1;0
0,0009;EURUSD;168;FastMovement-Strategy;110;15;0,53;0,02;0,06;FALSE;3;0,0012;0,0005;1;0,666666667;0,0004;0,000171429;0,428571429;5;1;2;0
0,0009;EURUSD;168;FastMovement-Strategy;170;23;0,59;0,33;0,16;TRUE;3;0,0012;-0,0025;0;0,333333333;0,0004;0,000171429;0,428571429;9;2;1;0
0,0009;EURUSD;168;FastMovement-Strategy;40;19;0,57;0,02;0,15;FALSE;4;0,0013;0,0002;1;0,75;0,000325;0,000185714;0,571428571;4;1;3;0
0,0009;EURUSD;168;FastMovement-Strategy;140;19;0,59;0,07;0,13;FALSE;4;0,0013;0,0002;1;0,75;0,000325;0,000185714;0,571428571;4;1;3;0
0,0008;EURUSD;168;FastMovement-Strategy;90;24;0,15;0,34;0,06;TRUE;35;0,0043;-0,0035;0,428571429;0,228571429;0,000122857;0,000614286;5;35;26;2;7
0,0008;EURUSD;168;FastMovement-Strategy;40;28;0,17;0,25;0,27;TRUE;27;0,0035;-0,0017;0,296296296;0,333333333;0,00012963;0,0005;3,857142857;40;1;1;25
0,0008;EURUSD;168;FastMovement-Strategy;90;10;0,16;0,1;0,29;TRUE;14;0,0022;-0,0026;0,214285714;0,571428571;0,000157143;0,000314286;2;46;3;8;3
0,0008;EURUSD;168;FastMovement-Strategy;170;12;0,08;0,38;0,4;FALSE;42;0,005;-0,0047;0,5;0,547619048;0,000119048;0,000714286;6;154;3;5;33
0,0008;EURUSD;168;FastMovement-Strategy;40;29;0,64;0,26;0,11;TRUE;3;0,0011;-0,0036;0;0,333333333;0,000366667;0,000157143;0,428571429;8;2;1;0
0,0008;EURUSD;168;FastMovement-Strategy;170;18;0,61;0,17;0,11;FALSE;3;0,0011;-0,0011;1;0,666666667;0,000366667;0,000157143;0,428571429;7;1;2;0
0,0008;EURUSD;168;FastMovement-Strategy;110;11;0,42;0,28;0,12;TRUE;2;0,001;-0,0025;0;0,5;0,0005;0,000142857;0,285714286;24;1;1;0
0,0008;EURUSD;168;FastMovement-Strategy;130;23;0,69;0,1;0,22;TRUE;2;0,001;-0,0025;0;0,5;0,0005;0,000142857;0,285714286;8;1;1;0
0,0008;EURUSD;168;FastMovement-Strategy;40;9;0,36;0,35;0,17;TRUE;2;0,001;-0,0025;0;0,5;0,0005;0,000142857;0,285714286;24;1;0;1
0,0008;EURUSD;168;FastMovement-Strategy;140;23;0,71;0,3;0,18;TRUE;2;0,001;-0,0025;0;0,5;0,0005;0,000142857;0,285714286;8;1;1;0
0,0008;EURUSD;168;FastMovement-Strategy;60;23;0,7;0,25;0,15;TRUE;2;0,001;-0,0025;0;0,5;0,0005;0,000142857;0,285714286;8;1;1;0
0,0008;EURUSD;168;FastMovement-Strategy;70;23;0,69;0,27;0,2;TRUE;2;0,001;-0,0025;0;0,5;0,0005;0,000142857;0,285714286;8;1;1;0
0,0008;EURUSD;168;FastMovement-Strategy;50;15;0,51;0,21;0,11;FALSE;2;0,001;-0,0015;1;0,5;0,0005;0,000142857;0,285714286;16;1;1;0
0,0008;EURUSD;168;FastMovement-Strategy;10;15;0,57;0,32;0,33;TRUE;3;0,0011;-0,0007;0;0,333333333;0,000366667;0,000157143;0,428571429;10;0;1;2
0,0008;EURUSD;168;FastMovement-Strategy;160;20;0,49;0,12;0,03;TRUE;3;0,0011;-0,0025;0;0,333333333;0,000366667;0,000157143;0,428571429;8;2;1;0
0,0008;EURUSD;168;FastMovement-Strategy;70;20;0,41;0,28;0,22;TRUE;3;0,0011;0,001;0;0,666666667;0,000366667;0,000157143;0,428571429;35;1;1;1
0,0008;EURUSD;168;FastMovement-Strategy;10;7;0,31;0,39;0,37;FALSE;3;0,0011;0,0003;1;0,666666667;0,000366667;0,000157143;0,428571429;11;0;0;3
0,0008;EURUSD;168;FastMovement-Strategy;180;24;0,58;0,28;0,16;TRUE;3;0,0011;-0,0025;0;0,333333333;0,000366667;0,000157143;0,428571429;9;2;1;0
0,0008;EURUSD;168;FastMovement-Strategy;110;20;0,49;0,21;0,09;TRUE;3;0,0011;-0,0025;0;0,333333333;0,000366667;0,000157143;0,428571429;8;2;1;0
0,0008;EURUSD;168;FastMovement-Strategy;90;19;0,5;0,36;0,04;TRUE;3;0,0011;-0,0025;0;0,333333333;0,000366667;0,000157143;0,428571429;10;2;1;0
0,0008;EURUSD;168;FastMovement-Strategy;40;13;0,45;0,28;0,08;TRUE;3;0,0011;-0,0025;0;0,333333333;0,000366667;0,000157143;0,428571429;10;2;1;0
0,0007;EURUSD;168;FastMovement-Strategy;70;17;0,08;0,14;0,41;TRUE;72;0,0079;-0,0012;0,430555556;0,513888889;0,000109722;0,001128571;10,28571429;63;2;17;52
0,0007;EURUSD;168;FastMovement-Strategy;70;13;0,2;0,4;0,33;TRUE;10;0,0017;-1,00E-04;0,1;0,5;0,00017;0,000242857;1,428571429;55;1;2;7
0,0007;EURUSD;168;FastMovement-Strategy;80;10;0,29;0,04;0,03;TRUE;3;0,001;-0,0024;0;0,666666667;0,000333333;0,000142857;0,428571429;9;1;2;0
0,0007;EURUSD;168;FastMovement-Strategy;30;18;0,67;0,18;0,3;FALSE;3;0,001;-0,0014;1;0,666666667;0,000333333;0,000142857;0,428571429;8;1;2;0
0,0007;EURUSD;168;FastMovement-Strategy;110;16;0,56;0,3;0,01;TRUE;4;0,0011;-0,0023;0;0,25;0,000275;0,000157143;0,571428571;4;3;1;0
0,0007;EURUSD;168;FastMovement-Strategy;90;17;0,57;0,21;0,01;TRUE;4;0,0011;-0,0023;0;0,25;0,000275;0,000157143;0,571428571;4;3;1;0
0,0007;EURUSD;168;FastMovement-Strategy;50;16;0,28;0,07;0,08;TRUE;5;0,0012;0,0009;0;0,6;0,00024;0,000171429;0,714285714;14;2;3;0
0,0007;EURUSD;168;FastMovement-Strategy;120;7;0,48;0,02;0,04;FALSE;1;0,0008;0,0008;1;1;0,0008;0,000114286;0,142857143;6;0;1;0
0,0007;EURUSD;168;FastMovement-Strategy;120;7;0,4;0,03;0,36;FALSE;1;0,0008;0,0008;1;1;0,0008;0,000114286;0,142857143;6;0;1;0
0,0007;EURUSD;168;FastMovement-Strategy;90;7;0,46;0,03;0,06;FALSE;1;0,0008;0,0008;1;1;0,0008;0,000114286;0,142857143;6;0;1;0
0,0007;EURUSD;168;FastMovement-Strategy;40;20;0,56;0,2;0,09;FALSE;2;0,0009;-0,0014;1;0,5;0,00045;0,000128571;0,285714286;16;1;1;0
0,0007;EURUSD;168;FastMovement-Strategy;20;11;0,5;0,11;0,34;FALSE;2;0,0009;0,0009;1;0,5;0,00045;0,000128571;0,285714286;14;0;1;1
0,0007;EURUSD;168;FastMovement-Strategy;80;14;0,59;0,13;0,03;FALSE;3;0,001;0,001;1;0,333333333;0,000333333;0,000142857;0,428571429;4;2;1;0
0,0007;EURUSD;168;FastMovement-Strategy;160;14;0,58;0,12;0,03;FALSE;3;0,001;0,001;1;0,333333333;0,000333333;0,000142857;0,428571429;4;2;1;0
0,0007;EURUSD;168;FastMovement-Strategy;40;20;0,47;0,01;0,09;TRUE;3;0,001;-0,0024;0;0,333333333;0,000333333;0,000142857;0,428571429;9;2;1;0
0,0007;EURUSD;168;FastMovement-Strategy;150;21;0,53;0,32;0,16;TRUE;3;0,001;-0,0025;0;0,333333333;0,000333333;0,000142857;0,428571429;10;2;1;0
0,0007;EURUSD;168;FastMovement-Strategy;170;8;0,26;0,05;0,08;TRUE;4;0,0011;-0,0025;0;0,5;0,000275;0,000157143;0,571428571;9;2;2;0
0,0007;EURUSD;168;FastMovement-Strategy;190;26;0,52;0,14;0,05;TRUE;5;0,0012;-0,0025;0;0,2;0,00024;0,000171429;0,714285714;6;4;1;0
0,0007;EURUSD;168;FastMovement-Strategy;70;24;0,54;0,23;0,05;TRUE;5;0,0012;-0,0025;0;0,2;0,00024;0,000171429;0,714285714;5;4;1;0
0,0007;EURUSD;168;FastMovement-Strategy;80;20;0,6;0,01;0,09;FALSE;5;0,0012;0,0005;1;0,8;0,00024;0,000171429;0,714285714;2;1;4;0
0,0006;EURUSD;168;FastMovement-Strategy;60;10;0,15;0,11;0,13;TRUE;19;0,0025;-0,0004;0,263157895;0,473684211;0,000131579;0,000357143;2,714285714;28;7;8;4
0,0006;EURUSD;168;FastMovement-Strategy;100;7;0,16;0,15;0,15;TRUE;14;0,002;0,0001;0,214285714;0,5;0,000142857;0,000285714;2;35;7;6;1
0,0006;EURUSD;168;FastMovement-Strategy;10;12;0,59;0,17;0,11;FALSE;2;0,0008;0,0008;1;0,5;0,0004;0,000114286;0,285714286;6;1;1;0
0,0006;EURUSD;168;FastMovement-Strategy;60;15;0,65;0,16;0,21;FALSE;3;0,0009;-0,0011;1;0,666666667;0,0003;0,000128571;0,428571429;9;1;2;0
0,0006;EURUSD;168;FastMovement-Strategy;130;5;0,22;0,09;0,37;TRUE;4;0,001;0;0;0,75;0,00025;0,000142857;0,571428571;40;0;3;1
0,0006;EURUSD;168;FastMovement-Strategy;170;18;0,14;0,04;0,27;TRUE;28;0,0034;0,0007;0,357142857;0,75;0,000121429;0,000485714;4;55;5;21;2
0,0006;EURUSD;168;FastMovement-Strategy;10;13;0,22;0,15;0,23;TRUE;10;0,0016;0,0004;0,1;0,5;0,00016;0,000228571;1,428571429;11;1;0;9
0,0006;EURUSD;168;FastMovement-Strategy;10;5;0,45;0,04;0,2;FALSE;1;0,0007;0,0007;1;1;0,0007;1,00E-04;0,142857143;4;0;1;0
0,0006;EURUSD;168;FastMovement-Strategy;20;18;0,67;0,18;0,23;TRUE;2;0,0008;0,0008;0;0,5;0,0004;0,000114286;0,285714286;15;1;1;0
0,0006;EURUSD;168;FastMovement-Strategy;140;17;0,63;0,2;0,23;TRUE;2;0,0008;0,0008;0;0,5;0,0004;0,000114286;0,285714286;15;1;1;0
0,0006;EURUSD;168;FastMovement-Strategy;130;14;0,6;0,21;0,14;FALSE;2;0,0008;-0,0017;1;0,5;0,0004;0,000114286;0,285714286;14;1;1;0
0,0006;EURUSD;168;FastMovement-Strategy;10;27;0,59;0,12;0,21;TRUE;3;0,0009;-0,0025;0;0,333333333;0,0003;0,000128571;0,428571429;11;1;0;2
0,0006;EURUSD;168;FastMovement-Strategy;120;23;0,54;0,37;0,22;TRUE;3;0,0009;-0,0025;0;0,333333333;0,0003;0,000128571;0,428571429;10;2;1;0
0,0006;EURUSD;168;FastMovement-Strategy;120;12;0,55;0,01;0,07;FALSE;3;0,0009;0,0009;1;0,666666667;0,0003;0,000128571;0,428571429;2;1;2;0
0,0006;EURUSD;168;FastMovement-Strategy;110;9;0,34;0,34;0,04;TRUE;3;0,0009;-0,0031;0;0,333333333;0,0003;0,000128571;0,428571429;41;2;1;0
0,0006;EURUSD;168;FastMovement-Strategy;80;27;0,46;0,13;0,09;TRUE;4;0,001;0,001;0;0,25;0,00025;0,000142857;0,571428571;11;3;1;0
0,0006;EURUSD;168;FastMovement-Strategy;130;9;0,3;0,16;0,15;TRUE;4;0,001;-0,0025;0;0,5;0,00025;0,000142857;0,571428571;9;2;2;0
0,0006;EURUSD;168;FastMovement-Strategy;10;26;0,45;0,25;0,05;TRUE;5;0,0011;0,0011;0;0,2;0,00022;0,000157143;0,714285714;8;3;0;2
0,0006;EURUSD;168;FastMovement-Strategy;70;27;0,18;0,07;0,14;TRUE;28;0,0034;-0,0041;0,285714286;0,5;0,000121429;0,000485714;4;36;11;13;4
0,0006;EURUSD;168;FastMovement-Strategy;90;25;0,5;0,33;0,06;TRUE;5;0,0011;-0,0025;0;0,2;0,00022;0,000157143;0,714285714;8;4;1;0
0,0006;EURUSD;168;FastMovement-Strategy;160;15;0,25;0,15;0,07;TRUE;7;0,0013;-1,00E-04;0;0,285714286;0,000185714;0,000185714;1;33;4;2;1
0,0006;EURUSD;168;FastMovement-Strategy;120;5;0,08;0,24;0,31;FALSE;35;0,0041;0,0008;0,571428571;0,514285714;0,000117143;0,000585714;5;98;5;8;22
0,0005;EURUSD;168;FastMovement-Strategy;70;20;0,08;0,14;0,23;TRUE;74;0,0079;-0,0013;0,459459459;0,486486486;0,000106757;0,001128571;10,57142857;62;8;15;50
0,0005;EURUSD;168;FastMovement-Strategy;90;28;0,08;0,18;0,25;TRUE;61;0,0066;-0,0037;0,475409836;0,508196721;0,000108197;0,000942857;8,714285714;85;7;3;50
0,0005;EURUSD;168;FastMovement-Strategy;140;16;0,69;0,17;0,31;FALSE;3;0,0008;-0,0014;1;0,666666667;0,000266667;0,000114286;0,428571429;7;1;2;0
0,0005;EURUSD;168;FastMovement-Strategy;170;29;0,7;0,23;0,02;TRUE;3;0,0008;-0,0022;0;0,333333333;0,000266667;0,000114286;0,428571429;6;2;1;0
0,0005;EURUSD;168;FastMovement-Strategy;100;14;0,45;0,12;0,14;FALSE;3;0,0008;-0,0006;1;0,666666667;0,000266667;0,000114286;0,428571429;9;1;2;0
0,0005;EURUSD;168;FastMovement-Strategy;80;22;0,58;0,29;0,09;TRUE;4;0,0009;-0,0036;0;0,25;0,000225;0,000128571;0,571428571;6;3;1;0
0,0005;EURUSD;168;FastMovement-Strategy;150;22;0,44;0,06;0,2;TRUE;4;0,0009;0,0009;0;0,5;0,000225;0,000128571;0,571428571;25;2;2;0
0,0005;EURUSD;168;FastMovement-Strategy;170;18;0,58;0,3;0,04;TRUE;4;0,0009;-0,0025;0;0,25;0,000225;0,000128571;0,571428571;4;3;1;0
0,0005;EURUSD;168;FastMovement-Strategy;190;14;0,57;0,23;0,03;TRUE;4;0,0009;-0,0022;0;0,25;0,000225;0,000128571;0,571428571;4;3;1;0
0,0005;EURUSD;168;FastMovement-Strategy;110;2;0,09;0,15;0,23;FALSE;19;0,0024;-0,0052;0,631578947;0,631578947;0,000126316;0,000342857;2,714285714;55;4;10;5
0,0005;EURUSD;168;FastMovement-Strategy;60;17;0,65;0,19;0,12;FALSE;2;0,0007;-0,0015;1;0,5;0,00035;1,00E-04;0,285714286;13;1;1;0
0,0005;EURUSD;168;FastMovement-Strategy;10;15;0,53;0,24;0,25;FALSE;2;0,0007;-0,0012;1;0,5;0,00035;1,00E-04;0,285714286;13;0;0;2
0,0005;EURUSD;168;FastMovement-Strategy;20;11;0,47;0,14;0,11;FALSE;2;0,0007;0,0007;1;0,5;0,00035;1,00E-04;0,285714286;5;1;1;0
0,0005;EURUSD;168;FastMovement-Strategy;140;11;0,48;0,13;0,06;FALSE;2;0,0007;0,0007;1;0,5;0,00035;1,00E-04;0,285714286;5;1;1;0
0,0005;EURUSD;168;FastMovement-Strategy;190;26;0,59;0,1;0,22;TRUE;3;0,0008;-0,0025;0;0,333333333;0,000266667;0,000114286;0,428571429;29;2;1;0
0,0005;EURUSD;168;FastMovement-Strategy;10;12;0,32;0,4;0,33;TRUE;3;0,0008;-0,0004;0;0,666666667;0,000266667;0,000114286;0,428571429;11;0;0;3
0,0005;EURUSD;168;FastMovement-Strategy;160;12;0,46;0,09;0,18;TRUE;3;0,0008;-0,0025;0;0,666666667;0,000266667;0,000114286;0,428571429;5;1;2;0
0,0005;EURUSD;168;FastMovement-Strategy;190;26;0,6;0,09;0,22;TRUE;3;0,0008;-0,0025;0;0,333333333;0,000266667;0,000114286;0,428571429;29;2;1;0
0,0005;EURUSD;168;FastMovement-Strategy;160;16;0,11;0,39;0,35;TRUE;31;0,0036;-0,0031;0,483870968;0,516129032;0,000116129;0,000514286;4,428571429;135;5;2;23
0,0005;EURUSD;168;FastMovement-Strategy;170;20;0,68;0,1;0,19;TRUE;2;0,0007;-0,0025;0;0,5;0,00035;1,00E-04;0,285714286;7;1;1;0
0,0005;EURUSD;168;FastMovement-Strategy;130;5;0,26;0,1;0,17;TRUE;3;0,0008;-0,0025;0;0,666666667;0,000266667;0,000114286;0,428571429;6;1;2;0
0,0005;EURUSD;168;FastMovement-Strategy;60;15;0,48;0,33;0,11;TRUE;3;0,0008;-0,0025;0;0,333333333;0,000266667;0,000114286;0,428571429;11;2;1;0
0,0005;EURUSD;168;FastMovement-Strategy;100;17;0,57;0,04;0,05;FALSE;4;0,0009;0,0002;1;0,75;0,000225;0,000128571;0,571428571;3;1;3;0
0,0005;EURUSD;168;FastMovement-Strategy;10;6;0,23;0,06;0,16;TRUE;5;0,001;-0,0025;0;0,6;0,0002;0,000142857;0,714285714;6;1;3;1
0,0004;EURUSD;168;FastMovement-Strategy;170;10;0,11;0,25;0,36;TRUE;26;0,003;-0,0015;0,384615385;0,538461538;0,000115385;0,000428571;3,714285714;130;4;8;14
0,0004;EURUSD;168;FastMovement-Strategy;60;6;0,09;0,41;0,09;TRUE;39;0,0043;-0,001;0,461538462;0,384615385;0,000110256;0,000614286;5,571428571;44;16;1;22
0,0004;EURUSD;168;FastMovement-Strategy;120;19;0,49;0,08;0,17;FALSE;3;0,0007;-0,0003;1;0,666666667;0,000233333;0,0001;0,428571429;9;1;2;0
0,0004;EURUSD;168;FastMovement-Strategy;160;7;0,3;0,25;0,02;TRUE;3;0,0007;-0,0021;0;0,333333333;0,000233333;0,0001;0,428571429;10;2;1;0
0,0004;EURUSD;168;FastMovement-Strategy;30;7;0,3;0,26;0,08;TRUE;3;0,0007;-0,0025;0;0,333333333;0,000233333;0,0001;0,428571429;11;2;1;0
0,0004;EURUSD;168;FastMovement-Strategy;100;17;0,58;0,19;0,02;TRUE;4;0,0008;-0,0023;0;0,25;0,0002;0,000114286;0,571428571;4;3;1;0
0,0004;EURUSD;168;FastMovement-Strategy;100;12;0,28;0,05;0,22;TRUE;5;0,0009;-0,0005;0;0,8;0,00018;0,000128571;0,714285714;33;1;4;0
