Score;Pair;Time;Strategy;takeprofit;threshold;timeout;stochTimeframe;stoploss;positions;profit;drawdown;long;winning;pips/position;pips/day;positions/day;holdtime/positions;hittimeout;hittp;hitsl;
0,0179999999999991;EURUSD;576;SSIStochStrategy;0,35;0,16;159;1032;0,3;100;0,0279999999999991;-0,0116000000000001;0,42;0,57;0,000279999999999991;0,00116666666666663;4,16666666666667;233;82;10;7;
0;EURUSD;-473;SSIStochStrategy;0,35;0,16;159;1032;0,3;0;0;999999999;n. def.;n. def.;n. def.;0;0;0;0;0;
0;EURUSD;-497;SSIStochStrategy;0,35;0,16;159;1032;0,3;0;0;999999999;n. def.;n. def.;n. def.;0;0;0;0;0;
0;EURUSD;-521;SSIStochStrategy;0,35;0,16;159;1032;0,3;0;0;999999999;n. def.;n. def.;n. def.;0;0;0;0;0;
0;EURUSD;-569;SSIStochStrategy;0,35;0,16;159;1032;0,3;0;0;999999999;n. def.;n. def.;n. def.;0;0;0;0;0;
0;EURUSD;-593;SSIStochStrategy;0,35;0,16;159;1032;0,3;0;0;999999999;n. def.;n. def.;n. def.;0;0;0;0;0;
-0,163200000000007;EURUSD;576;SSIStochStrategy;0,06;0,1;120;60;0,02;1095;-0,0537000000000074;-0,0537000000000074;0,505022831050228;0,288584474885845;-4,90410958904177E-05;-0,00223750000000031;45,625;14;8;308;779;
-0,0266999999999987;EURUSD;576;SSIStochStrategy;0,25;0,08;150;480;0,15;131;-0,0135999999999987;-0,0198999999999985;0,549618320610687;0,419847328244275;-0,00010381679389312;-0,000566666666666613;5,45833333333333;178;71;15;44;
-0,0315000000000013;EURUSD;576;SSIStochStrategy;0,06;0,11;120;660;0,16;171;-0,0144000000000013;-0,0182000000000007;0,508771929824561;0,578947368421053;-8,42105263157971E-05;-0,000600000000000054;7,125;113;47;91;33;
-0,0296000000000009;EURUSD;576;SSIStochStrategy;0,12;0,15;210;780;0,26;114;-0,0182000000000009;-0,0309000000000002;0,526315789473684;0,508771929824561;-0,000159649122807025;-0,00075833333333337;4,75;215;52;42;19;
-0,0136000000000003;EURUSD;576;SSIStochStrategy;0,26;0,13;210;1080;0,19;101;-0,00350000000000028;-0,0116000000000003;0,435643564356436;0,465346534653465;-3,46534653465374E-05;-0,000145833333333345;4,20833333333333;245;58;15;28;
-0,0325999999999974;EURUSD;576;SSIStochStrategy;0,03;0,2;30;420;0,09;395;0,00690000000000257;-0,00399999999999934;0,524050632911392;0,594936708860759;1,74683544303863E-05;0,000287500000000107;16,4583333333333;26;143;206;45;
-0,0569000000000017;EURUSD;576;SSIStochStrategy;0,17;0,19;30;540;0,03;385;-0,0184000000000017;-0,0197000000000016;0,498701298701299;0,316883116883117;-4,77922077922123E-05;-0,000766666666666739;16,0416666666667;26;159;12;213;
-0,0178000000000013;EURUSD;576;SSIStochStrategy;0,24;0,16;120;180;0,14;218;0,00399999999999867;-0,00690000000000057;0,55045871559633;0,481651376146789;1,83486238532049E-05;0,000166666666666611;9,08333333333333;132;125;25;67;
-0,0166;EURUSD;576;SSIStochStrategy;0,08;0,18;210;720;0,11;167;9,9999999999989E-05;-0,00520000000000098;0,479041916167665;0,544910179640719;5,98802395209515E-07;4,16666666666621E-06;6,95833333333333;109;26;78;63;
-0,0519999999999995;EURUSD;576;SSIStochStrategy;0,26;0,12;210;540;0,11;133;-0,0386999999999995;-0,0400999999999991;0,556390977443609;0,360902255639098;-0,000290977443609019;-0,00161249999999998;5,54166666666667;189;48;12;72;
