pair;timeframe;strategy;thresholdOpen;thresholdClose;followTrend;positions;profit;drawdown;long;winratio;positivedaysratio;meanloss;meanwin;meantrade;stddeviationwin;stddeviationloss;stddeviation;meanholdtime;stringCodedParams;stringCodedPositions;stringCodedResult;
GBPUSD;912;SSIStrategy_V0;0,48;0,48;False;1010;-0,0889000000000069;-0,0927000000000069;0,999009900990099;0,00099009900990099;0;-0,000121176470588244;0,00380000000000003;-0,000116057441253273;0;4,81954243003614E-05;0,000149553266323834;43;pair:GBPUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,48|thresholdClose:0,48|followTrend:False;More than 1000;positions:1010|profit:-0,0889000000000069|drawdown:-0,0927000000000069|long:0,999009900990099|winratio:0,00099009900990099|positivedaysratio:0|meanloss:-0,000121176470588244|meanwin:0,00380000000000003|meantrade:-0,000116057441253273|stddeviationwin:0|stddeviationloss:4,81954243003614E-05|stddeviation:0,000149553266323834|meanholdtime:43;
EURUSD;912;SSIStrategy_V0;0,1;0,41;False;3;0,0219;-0,0376000000000001;0,666666666666667;0,666666666666667;0,5;-0,0376000000000001;0,0297500000000001;0,00730000000000001;0,01995;0;0,0356838899224847;28291;pair:EURUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,1|thresholdClose:0,41|followTrend:False;L:1445529569265:1,114:1447283889265:1,0764|L:1447317829265:1,0711:1447372859265:1,0809|S:1444168749265:1,1269:1447451939265:1,0772|;positions:3|profit:0,0219|drawdown:-0,0376000000000001|long:0,666666666666667|winratio:0,666666666666667|positivedaysratio:0,5|meanloss:-0,0376000000000001|meanwin:0,0297500000000001|meantrade:0,00730000000000001|stddeviationwin:0,01995|stddeviationloss:0|stddeviation:0,0356838899224847|meanholdtime:28291;
EURUSD;912;SSIStrategy_V0;0,43;0,35;False;2;0,0354000000000001;0;0;0,5;0,5;-0,000699999999999923;0,0361;0,0177;0;0;0,0184;7304;pair:EURUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,43|thresholdClose:0,35|followTrend:False;S:1444847219265:1,1464:1445555729265:1,1103|S:1447283959265:1,0765:1447451939265:1,0772|;positions:2|profit:0,0354000000000001|drawdown:0|long:0|winratio:0,5|positivedaysratio:0,5|meanloss:-0,000699999999999923|meanwin:0,0361|meantrade:0,0177|stddeviationwin:0|stddeviationloss:0|stddeviation:0,0184|meanholdtime:7304;
USDJPY;912;SSIStrategy_V0;0,43;0,48;True;1;-1,94;-1,94;0;0;0;-1,94;n. def.;-1,94;n. def.;0;0;22859;pair:USDJPY|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,43|thresholdClose:0,48|followTrend:True;S:1446080399265:120,72:1447451939265:122,66|;positions:1|profit:-1,94|drawdown:-1,94|long:0|winratio:0|positivedaysratio:0|meanloss:-1,94|meanwin:n. def.|meantrade:-1,94|stddeviationwin:n. def.|stddeviationloss:0|stddeviation:0|meanholdtime:22859;
GBPUSD;912;SSIStrategy_V0;0,14;0,38;False;3960;-0,382800000000033;-0,382800000000033;0,999747474747475;0,00202020202020202;0;-0,000144356659142225;0,000112500000000099;-0,000143585896474131;3,30718913883457E-05;0,000385282454257562;0,000384964665923554;24;pair:GBPUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,14|thresholdClose:0,38|followTrend:False;More than 1000;positions:3960|profit:-0,382800000000033|drawdown:-0,382800000000033|long:0,999747474747475|winratio:0,00202020202020202|positivedaysratio:0|meanloss:-0,000144356659142225|meanwin:0,000112500000000099|meantrade:-0,000143585896474131|stddeviationwin:3,30718913883457E-05|stddeviationloss:0,000385282454257562|stddeviation:0,000384964665923554|meanholdtime:24;
GBPUSD;912;SSIStrategy_V0;0,4;0,41;False;3220;-0,298200000000029;-0,301600000000029;0,999689440993789;0,00124223602484472;0;-0,000134776785714299;0,000925000000000009;-0,000132887700534772;0,00142894191624436;0,000101244242324956;0,000125977263072716;13;pair:GBPUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,4|thresholdClose:0,41|followTrend:False;More than 1000;positions:3220|profit:-0,298200000000029|drawdown:-0,301600000000029|long:0,999689440993789|winratio:0,00124223602484472|positivedaysratio:0|meanloss:-0,000134776785714299|meanwin:0,000925000000000009|meantrade:-0,000132887700534772|stddeviationwin:0,00142894191624436|stddeviationloss:0,000101244242324956|stddeviation:0,000125977263072716|meanholdtime:13;
GBPUSD;912;SSIStrategy_V0;0,32;0,34;True;11102;-0,542399999999987;-0,544799999999987;1;0,00288236353810124;0,142857142857143;-0,000103272598620199;0,00129375;-9,5408970976251E-05;0,0029495696190292;8,06938083109312E-05;0,000257622638313771;1;pair:GBPUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,32|thresholdClose:0,34|followTrend:True;More than 1000;positions:11102|profit:-0,542399999999987|drawdown:-0,544799999999987|long:1|winratio:0,00288236353810124|positivedaysratio:0,142857142857143|meanloss:-0,000103272598620199|meanwin:0,00129375|meantrade:-9,5408970976251E-05|stddeviationwin:0,0029495696190292|stddeviationloss:8,06938083109312E-05|stddeviation:0,000257622638313771|meanholdtime:1;
USDCHF;912;SSIStrategy_V0;0,15;0,02;False;29;-0,0156999999999995;-0,0296999999999998;0,655172413793103;0,517241379310345;0,461538461538462;-0,00465384615384613;0,00298666666666668;-0,000560714285714268;0,00250009777586574;0,00411874054398175;0,00507390658775114;1478;pair:USDCHF|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,15|thresholdClose:0,02|followTrend:False;L:1444201779265:0,9683:1444255769265:0,9735|L:1444279589265:0,9721:1444306789265:0,9713|L:1444309979265:0,9699:1444723139265:0,9592|L:1444738539265:0,959:1444895949265:0,9503|S:1444913769265:0,9537:1444918819265:0,9537|L:1444920039265:0,9528:1444957879265:0,9514|S:1444977449265:0,9519:1445250269265:0,9578|L:1445259089265:0,9553:1445327659265:0,9543|S:1445330839265:0,952:1445419419265:0,9584|L:1445419609265:0,9583:1445512459265:0,9617|L:1445518009265:0,9682:1445599649265:0,9755|L:1445603359265:0,9755:1445608879265:0,9786|S:1445859459265:0,9808:1446064699265:0,9944|S:1446086939265:0,9936:1446112729265:0,9901|L:1446127899265:0,9913:1446192369265:0,9878|L:1446196799265:0,9868:1446204019265:0,9884|L:1446217809265:0,9861:1446458799265:0,9886|L:1446472609265:0,9856:1446712109265:0,9952|L:1446817039265:1,0043:1447065709265:1,0025|L:1447086619265:1,0011:1447104859265:1,0034|S:1447111289265:1,0034:1447117089265:1,003|S:1447134479265:1,0042:1447145929265:1,003|S:1447160939265:1,0058:1447169109265:1,0066|L:1447191029265:1,0062:1447241829265:1,0059|L:1447254249265:1,0039:1447315739265:1,0054|L:1447321009265:1,0036:1447323729265:1,0044|S:1447357969265:1,0019:1447362159265:1,0004|L:1447363509265:0,9998:1447370149265:1,0007|S:1447379129265:1,0016:1447445369265:1,0072|;positions:29|profit:-0,0156999999999995|drawdown:-0,0296999999999998|long:0,655172413793103|winratio:0,517241379310345|positivedaysratio:0,461538461538462|meanloss:-0,00465384615384613|meanwin:0,00298666666666668|meantrade:-0,000560714285714268|stddeviationwin:0,00250009777586574|stddeviationloss:0,00411874054398175|stddeviation:0,00507390658775114|meanholdtime:1478;
USDJPY;912;SSIStrategy_V0;0,2;0,12;False;9;4,87;0;0,555555555555556;0,777777777777778;0,714285714285714;-0,399999999999999;0,81;0,541111111111112;0,802531708318833;0,240000000000002;0,87566412186465;4037;pair:USDJPY|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,2|thresholdClose:0,12|followTrend:False;S:1444202639265:119,99:1444328569265:119,73|S:1444680209265:120,01:1444847769265:118,87|S:1444869389265:119,01:1444919589265:118,44|S:1444932089265:118,67:1445237799265:119,31|L:1445248829265:119,42:1445388289265:119,95|L:1445530119265:120,51:1445560859265:120,87|L:1445615299265:121,24:1445630599265:121,41|L:1445982709265:120,38:1447226459265:123,02|L:1447350529265:122,74:1447451939265:122,58|;positions:9|profit:4,87|drawdown:0|long:0,555555555555556|winratio:0,777777777777778|positivedaysratio:0,714285714285714|meanloss:-0,399999999999999|meanwin:0,81|meantrade:0,541111111111112|stddeviationwin:0,802531708318833|stddeviationloss:0,240000000000002|stddeviation:0,87566412186465|meanholdtime:4037;
EURUSD;912;SSIStrategy_V0;0,3;0,08;True;7;-0,0241000000000002;-0,0290000000000001;0,857142857142857;0,285714285714286;0,2;-0,00614000000000003;0,00329999999999997;-0,00344285714285718;0,00159999999999993;0,00583355809090809;0,00657459551017767;5695;pair:EURUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,3|thresholdClose:0,08|followTrend:True;L:1444168749265:1,127:1444291659265:1,1287|L:1444376179265:1,1315:1445528199265:1,1153|S:1445549909265:1,1091:1445592079265:1,1137|L:1446110499265:1,0956:1446712899265:1,087|L:1446818019265:1,0736:1447020409265:1,0733|L:1447180069265:1,0721:1447317829265:1,0711|L:1447319379265:1,0718:1447451939265:1,0767|;positions:7|profit:-0,0241000000000002|drawdown:-0,0290000000000001|long:0,857142857142857|winratio:0,285714285714286|positivedaysratio:0,2|meanloss:-0,00614000000000003|meanwin:0,00329999999999997|meantrade:-0,00344285714285718|stddeviationwin:0,00159999999999993|stddeviationloss:0,00583355809090809|stddeviation:0,00657459551017767|meanholdtime:5695;
GBPUSD;912;SSIStrategy_V0;0,13;0,35;True;11189;-0,548999999999991;-0,551399999999991;1;0,00321744570560372;0,375;-0,000108367024081559;0,001875;-9,58951965065486E-05;0,00341738813520892;0,00030373017279899;0,000435533811324164;4;pair:GBPUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,13|thresholdClose:0,35|followTrend:True;More than 1000;positions:11189|profit:-0,548999999999991|drawdown:-0,551399999999991|long:1|winratio:0,00321744570560372|positivedaysratio:0,375|meanloss:-0,000108367024081559|meanwin:0,001875|meantrade:-9,58951965065486E-05|stddeviationwin:0,00341738813520892|stddeviationloss:0,00030373017279899|stddeviation:0,000435533811324164|meanholdtime:4;
USDJPY;912;SSIStrategy_V0;0,37;0,18;True;2;-1,33999999999999;-1,33999999999999;0,5;0,5;0,5;-1,72;0,38000000000001;-0,669999999999995;0;0;1,05;13922;pair:USDJPY|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,37|thresholdClose:0,18|followTrend:True;L:1444952339265:118,99:1445248069265:119,37|S:1446076989265:120,94:1447451939265:122,66|;positions:2|profit:-1,33999999999999|drawdown:-1,33999999999999|long:0,5|winratio:0,5|positivedaysratio:0,5|meanloss:-1,72|meanwin:0,38000000000001|meantrade:-0,669999999999995|stddeviationwin:0|stddeviationloss:0|stddeviation:1,05|meanholdtime:13922;
USDCHF;912;SSIStrategy_V0;0,43;0,26;True;2;0,00819999999999999;0;0;0,5;0,5;-0,00390000000000001;0,0121;0,00409999999999999;0;0;0,00800000000000001;9826;pair:USDCHF|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,43|thresholdClose:0,26|followTrend:True;S:1444217829265:0,9668:1444983929265:0,9547|S:1447020229265:1,0047:1447433359265:1,0086|;positions:2|profit:0,00819999999999999|drawdown:0|long:0|winratio:0,5|positivedaysratio:0,5|meanloss:-0,00390000000000001|meanwin:0,0121|meantrade:0,00409999999999999|stddeviationwin:0|stddeviationloss:0|stddeviation:0,00800000000000001|meanholdtime:9826;
GBPUSD;912;SSIStrategy_V0;0,3;0,02;False;15;-0,0560000000000001;-0,0560000000000001;0,533333333333333;0,4;0,3;-0,00826666666666667;0,00306666666666666;-0,00373333333333334;0,00176886655485619;0,00687733798629801;0,00777540281200201;1544;pair:GBPUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,3|thresholdClose:0,02|followTrend:False;S:1444183949265:1,5234:1444303659265:1,5314|S:1444331149265:1,5356:1444373349265:1,5365|L:1444420229265:1,5318:1444651609265:1,5371|L:1444696839265:1,5332:1444716979265:1,536|S:1444760169265:1,5256:1444872849265:1,5467|L:1445461619265:1,5418:1445501029265:1,5452|S:1445564499265:1,5403:1445607509265:1,5352|L:1445626239265:1,5323:1445829569265:1,5334|L:1445976359265:1,5303:1445987009265:1,531|L:1446048489265:1,5319:1446073289265:1,527|L:1446475009265:1,5454:1446566449265:1,5399|L:1446735729265:1,5243:1446841969265:1,505|S:1447037279265:1,5071:1447217509265:1,5164|S:1447240609265:1,5169:1447315129265:1,5208|S:1447361719265:1,5226:1447451939265:1,5241|;positions:15|profit:-0,0560000000000001|drawdown:-0,0560000000000001|long:0,533333333333333|winratio:0,4|positivedaysratio:0,3|meanloss:-0,00826666666666667|meanwin:0,00306666666666666|meantrade:-0,00373333333333334|stddeviationwin:0,00176886655485619|stddeviationloss:0,00687733798629801|stddeviation:0,00777540281200201|meanholdtime:1544;
GBPUSD;912;SSIStrategy_V0;0,43;0,04;False;5;-0,0347999999999999;-0,0347999999999999;0,4;0,2;0;-0,00940000000000002;0,00280000000000014;-0,00695999999999999;0;0,00809907402114582;0,00873443758922118;1690;pair:GBPUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,43|thresholdClose:0,04|followTrend:False;S:1444791899265:1,528:1444872849265:1,5467|L:1445632559265:1,5308:1445829689265:1,5336|L:1446753959265:1,5211:1446842089265:1,5049|S:1447256089265:1,519:1447315249265:1,5205|S:1447370209265:1,5229:1447451939265:1,5241|;positions:5|profit:-0,0347999999999999|drawdown:-0,0347999999999999|long:0,4|winratio:0,2|positivedaysratio:0|meanloss:-0,00940000000000002|meanwin:0,00280000000000014|meantrade:-0,00695999999999999|stddeviationwin:0|stddeviationloss:0,00809907402114582|stddeviation:0,00873443758922118|meanholdtime:1690;
USDCHF;912;SSIStrategy_V0;0,17;0,35;False;1266;-0,166300000000013;-0,170200000000013;1;0,00947867298578199;0,428571428571429;-0,000253880764904401;0,00494999999999999;-0,000184572697003344;0,00624346324833689;0,000637088702638285;0,00112938530445276;38;pair:USDCHF|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,17|thresholdClose:0,35|followTrend:False;More than 1000;positions:1266|profit:-0,166300000000013|drawdown:-0,170200000000013|long:1|winratio:0,00947867298578199|positivedaysratio:0,428571428571429|meanloss:-0,000253880764904401|meanwin:0,00494999999999999|meantrade:-0,000184572697003344|stddeviationwin:0,00624346324833689|stddeviationloss:0,000637088702638285|stddeviation:0,00112938530445276|meanholdtime:38;
EURUSD;912;SSIStrategy_V0;0,29;0,29;True;9353;-0,3279;-0,3598;0,999893082433444;0,000641505399337111;0,166666666666667;-0,000109580291970803;0,0054;-9,95446265938068E-05;0,0118511602807489;0,000311405367911156;0,000638605540304846;5;pair:EURUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,29|thresholdClose:0,29|followTrend:True;More than 1000;positions:9353|profit:-0,3279|drawdown:-0,3598|long:0,999893082433444|winratio:0,000641505399337111|positivedaysratio:0,166666666666667|meanloss:-0,000109580291970803|meanwin:0,0054|meantrade:-9,95446265938068E-05|stddeviationwin:0,0118511602807489|stddeviationloss:0,000311405367911156|stddeviation:0,000638605540304846|meanholdtime:5;
USDCHF;912;SSIStrategy_V0;0,3;0,21;True;7;-0,0144;-0,0165999999999999;0,428571428571429;0,714285714285714;0,714285714285714;-0,02045;0,00530000000000002;-0,00205714285714285;0,00550272659687907;0,00364999999999999;0,0126788752478688;7189;pair:USDCHF|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,3|thresholdClose:0,21|followTrend:True;S:1444206689265:0,9673:1444978189265:0,9517|L:1444983929265:0,9547:1445274539265:0,956|L:1445367609265:0,9567:1445419679265:0,9577|S:1445419799265:0,9577:1445861449265:0,9818|L:1445908189265:0,9831:1446149679265:0,9895|S:1446152749265:0,9893:1447161569265:1,0061|S:1447191399265:1,0059:1447404819265:1,0037|;positions:7|profit:-0,0144|drawdown:-0,0165999999999999|long:0,428571428571429|winratio:0,714285714285714|positivedaysratio:0,714285714285714|meanloss:-0,02045|meanwin:0,00530000000000002|meantrade:-0,00205714285714285|stddeviationwin:0,00550272659687907|stddeviationloss:0,00364999999999999|stddeviation:0,0126788752478688|meanholdtime:7189;
