Score;Pair;Time;Strategy;Threshold Open;Threshold Close;Follow Trend;positions;profit;drawdown;long;winning;pips/position;pips/day;positions/day;positivedaysratio;meanloss;meanwin;meantrade;stddeviationwin;stddeviationloss;stddeviation;holdtime/positions;
-0,410199999999997;USDJPY;912;SSIStrategy;0,38;0,3;True;2;-0,409999999999997;-0,409999999999997;0,5;0,5;-0,204999999999998;-0,0107894736842104;0,0526315789473684;0,5;-1,75;1,34;-0,204999999999998;0;0;1,545;20070;
-1,94920000000003;USDCHF;912;SSIStrategy;0,07;0,22;True;10495;-0,899700000000033;-0,899700000000033;1;0,00343020485945688;-8,57265364459298E-05;-0,0236763157894746;276,184210526316;0,444444444444444;-0,000120826952526804;0,00130833333333332;-0,00011429115853659;0,00223163803815343;0,000109736005866889;0,000209905322693351;2;
-16,6224999999974;USDJPY;912;SSIStrategy;0,09;0,32;False;7825;-15,8399999999974;-15,8399999999974;1;0,00600638977635783;-0,00202428115015942;-0,41684210526309;205,921052631579;0,428571428571429;-0,0114500258933182;0,133404255319149;-0,00800808897876513;0,378756513016086;0,0200715954088663;0,065488565487371;6;
-0,300699999999998;USDCHF;912;SSIStrategy;0,07;0,46;False;2044;-0,0962999999999982;-0,152299999999998;1;0,000978473581213307;-4,71135029354198E-05;-0,00253421052631574;53,7894736842105;0,333333333333333;-0,000115781487101668;0,02815;-7,29545454545441E-05;0,02785;0,000328873260463454;0,00157856966262249;26;
-0,640200000000001;USDJPY;912;SSIStrategy;0,42;0,29;True;2;-0,640000000000001;-0,640000000000001;0,5;0,5;-0,32;-0,0168421052631579;0,0526315789473684;0,5;-1,94;1,3;-0,32;0;0;1,62;20038;
-1,65160000000007;GBPUSD;912;SSIStrategy;0,25;0,31;False;8999;-0,751700000000074;-0,751700000000074;0,999888876541838;0,00188909878875431;-8,35315035003971E-05;-0,0197815789473704;236,815789473684;0,111111111111111;-0,000135295151089261;0,00108235294117648;-0,000131669294097053;0,00341230218890027;0,000280165096689504;0,000342539073063376;9;
0,0146000000000001;EURUSD;912;SSIStrategy;0,17;0,39;False;2;0,0148000000000001;-0,0348999999999999;0,5;0,5;0,00740000000000007;0,00038947368421053;0,0526315789473684;0,5;-0,0348999999999999;0,0497000000000001;0,00740000000000007;0;0;0,0423;41861;
-127,390499999995;USDJPY;912;SSIStrategy;0,01;0,08;True;40805;-123,309999999995;-123,309999999995;0,999975493199363;0,00269574807008945;-0,00302193358657015;-3,24499999999987;1073,81578947368;0,0909090909090909;-0,0112359749094439;0,035181818181819;-0,0107892204042344;0,0576309862705161;0,0289285179244974;0,0296868499289883;1;
-0,0273;USDCHF;912;SSIStrategy;0,33;0,31;True;4;-0,0269;-0,0269;0,25;0,5;-0,00672500000000001;-0,000707894736842106;0,105263157894737;0,5;-0,0211;0,00764999999999999;-0,00672500000000001;0,00435000000000002;0,00390000000000001;0,014956833722416;12429;
0,0137000000000002;EURUSD;912;SSIStrategy;0,2;0,08;False;9;0,0146000000000002;-0,00190000000000001;0,222222222222222;0,444444444444444;0,00162222222222224;0,000384210526315794;0,236842105263158;0,4;-0,00287999999999995;0,00724999999999998;0,00162222222222224;0,00529740502510426;0,00208556946659662;0,0063424106489178;4939;
